__time,/psm_joint_telemetry/header/stamp,/psm_joint_telemetry/insertion/effort,/psm_joint_telemetry/insertion/position,/psm_joint_telemetry/insertion/velocity,/psm_joint_telemetry/pitch/effort,/psm_joint_telemetry/pitch/position,/psm_joint_telemetry/pitch/velocity,/psm_joint_telemetry/roll/effort,/psm_joint_telemetry/roll/position,/psm_joint_telemetry/roll/velocity
1748603474.463657,37.791000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.466111,37.793000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.468532,37.796000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.470936,37.798000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.473341,37.800000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.475700,37.803000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.478138,37.805000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.480502,37.808000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.482896,37.810000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.485346,37.812000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.487828,37.815000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.490179,37.817000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.492733,37.820000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.495075,37.822000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.497444,37.825000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.499828,37.827000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.502193,37.829000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.504519,37.832000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.506888,37.834000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.509220,37.836000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.511611,37.839000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.513944,37.841000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.516299,37.843000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.518667,37.846000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.521057,37.848000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.523400,37.851000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.525805,37.853000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.528193,37.855000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.530557,37.858000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.532931,37.860000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.535307,37.862000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.537721,37.865000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.540102,37.867000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.542473,37.870000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.544844,37.872000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.547246,37.874000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.549635,37.877000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.552026,37.879000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.554437,37.882000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.556879,37.884000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.559335,37.887000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.561819,37.889000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.564249,37.891000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.566720,37.894000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.569149,37.896000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.571602,37.899000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.574020,37.901000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.576469,37.904000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.578901,37.906000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.581260,37.908000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.583725,37.911000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.586133,37.913000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.588521,37.916000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
1748603474.590936,37.918000000,0.000000000,333.357879639,0.000000000,0.000000000,12.701566696,-54.915809631,0.000000000,19.913999557,-21.337604523
