__time,/model_pose/x/position,/model_pose/y/position,/model_pose/z/position
1751976381.70496,-0.011304136,-0.020286972,0.077823916
1751976381.70695,-0.011304136,-0.020286972,0.077823916
1751976381.70897,-0.011304136,-0.020286972,0.077823916
1751976381.71093,-0.011346605,-0.020278821,0.077777833
1751976381.71294,-0.011346605,-0.020278821,0.077777833
1751976381.71493,-0.011346605,-0.020278821,0.077777833
1751976381.71694,-0.011346605,-0.020278821,0.077777833
1751976381.71903,-0.011346605,-0.020278821,0.077777833
1751976381.72095,-0.011346605,-0.020278821,0.077777833
1751976381.72295,-0.011328342,-0.020302605,0.077809547
1751976381.72499,-0.011328342,-0.020302605,0.077809547
1751976381.72688,-0.011328342,-0.020302605,0.077809547
1751976381.72894,-0.011328342,-0.020302605,0.077809547
1751976381.73094,-0.011328342,-0.020302605,0.077809547
1751976381.733,-0.011345105,-0.020296824,0.07781938
1751976381.73498,-0.011345105,-0.020296824,0.07781938
1751976381.73699,-0.011345105,-0.020296824,0.07781938
1751976381.73907,-0.011345105,-0.020296824,0.07781938
1751976381.741,-0.011345105,-0.020296824,0.07781938
1751976381.74294,-0.011306943,-0.020292766,0.077822645
1751976381.74493,-0.011306943,-0.020292766,0.077822645
1751976381.74703,-0.011306943,-0.020292766,0.077822645
1751976381.74889,-0.011306943,-0.020292766,0.077822645
1751976381.751,-0.011306943,-0.020292766,0.077822645
1751976381.75294,-0.011306943,-0.020292766,0.077822645
1751976381.75497,-0.011308161,-0.020305249,0.077838707
1751976381.75694,-0.011308161,-0.020305249,0.077838707
1751976381.75892,-0.011308161,-0.020305249,0.077838707
1751976381.76095,-0.011308161,-0.020305249,0.077838707
1751976381.76297,-0.011308161,-0.020305249,0.077838707
1751976381.76495,-0.011375532,-0.02030467,0.077766343
1751976381.76696,-0.011375532,-0.02030467,0.077766343
1751976381.76893,-0.011375532,-0.02030467,0.077766343
1751976381.77095,-0.011375532,-0.02030467,0.077766343
1751976381.77296,-0.011375532,-0.02030467,0.077766343
1751976381.77493,-0.0113132,-0.020290978,0.07781693
1751976381.77694,-0.0113132,-0.020290978,0.07781693
1751976381.77893,-0.0113132,-0.020290978,0.07781693
1751976381.78102,-0.0113132,-0.020290978,0.07781693
1751976381.78296,-0.0113132,-0.020290978,0.07781693
1751976381.78499,-0.0113132,-0.020290978,0.07781693
1751976381.78697,-0.011325821,-0.020293487,0.07784323
1751976381.78896,-0.011325821,-0.020293487,0.07784323
1751976381.79097,-0.011325821,-0.020293487,0.07784323
1751976381.79305,-0.011325821,-0.020293487,0.07784323
1751976381.79495,-0.011325821,-0.020293487,0.07784323
1751976381.79694,-0.011325821,-0.020293487,0.07784323
1751976381.79902,-0.011343657,-0.020300471,0.07785445
1751976381.80096,-0.011343657,-0.020300471,0.07785445
1751976381.80295,-0.011343657,-0.020300471,0.07785445
1751976381.80494,-0.011343657,-0.020300471,0.07785445
1751976381.80696,-0.011343657,-0.020300471,0.07785445
1751976381.8089,-0.011320521,-0.02030966,0.077793649
1751976381.81093,-0.011320521,-0.02030966,0.077793649
1751976381.81297,-0.011320521,-0.02030966,0.077793649
1751976381.81492,-0.011320521,-0.02030966,0.077793649
1751976381.81695,-0.011320521,-0.02030966,0.077793649
1751976381.81895,-0.011320521,-0.02030966,0.077793649
1751976381.82098,-0.011351315,-0.020308261,0.077767239
1751976381.82295,-0.011351315,-0.020308261,0.077767239
1751976381.82495,-0.011351315,-0.020308261,0.077767239
1751976381.82697,-0.011351315,-0.020308261,0.077767239
1751976381.82906,-0.011351315,-0.020308261,0.077767239
1751976381.83095,-0.011351315,-0.020308261,0.077767239
1751976381.83296,-0.011330406,-0.020313617,0.077806214
1751976381.83496,-0.011330406,-0.020313617,0.077806214
1751976381.83696,-0.011330406,-0.020313617,0.077806214
1751976381.83892,-0.011330406,-0.020313617,0.077806214
1751976381.84094,-0.011330406,-0.020313617,0.077806214
1751976381.84297,-0.011336809,-0.020311055,0.077774054
1751976381.84491,-0.011336809,-0.020311055,0.077774054
1751976381.84701,-0.011336809,-0.020311055,0.077774054
1751976381.84894,-0.011336809,-0.020311055,0.077774054
1751976381.85093,-0.011336809,-0.020311055,0.077774054
1751976381.85305,-0.011336809,-0.020311055,0.077774054
1751976381.85496,-0.011381608,-0.020238502,0.077804453
1751976381.85694,-0.011381608,-0.020238502,0.077804453
1751976381.85897,-0.011381608,-0.020238502,0.077804453
1751976381.86102,-0.011381608,-0.020238502,0.077804453
1751976381.86299,-0.011381608,-0.020238502,0.077804453
1751976381.86501,-0.011381608,-0.020238502,0.077804453
1751976381.86702,-0.011343421,-0.020297038,0.077757505
1751976381.86907,-0.011343421,-0.020297038,0.077757505
1751976381.87098,-0.011343421,-0.020297038,0.077757505
1751976381.87295,-0.011343421,-0.020297038,0.077757505
1751976381.87498,-0.011343421,-0.020297038,0.077757505
1751976381.87696,-0.011343421,-0.020297038,0.077757505
1751976381.87895,-0.011299741,-0.020300119,0.077823069
1751976381.88091,-0.011299741,-0.020300119,0.077823069
1751976381.88298,-0.011299741,-0.020300119,0.077823069
1751976381.88493,-0.011299741,-0.020300119,0.077823069
1751976381.887,-0.011299741,-0.020300119,0.077823069
1751976381.88899,-0.011299741,-0.020300119,0.077823069
1751976381.89095,-0.011311994,-0.020304625,0.077854913
1751976381.89294,-0.011311994,-0.020304625,0.077854913
1751976381.89509,-0.011311994,-0.020304625,0.077854913
1751976381.89696,-0.011311994,-0.020304625,0.077854913
1751976381.899,-0.011311994,-0.020304625,0.077854913
1751976381.90099,-0.011311994,-0.020304625,0.077854913
1751976381.90302,-0.011281811,-0.020308941,0.077867049
1751976381.90493,-0.011281811,-0.020308941,0.077867049
1751976381.90696,-0.011281811,-0.020308941,0.077867049
1751976381.90892,-0.011281811,-0.020308941,0.077867049
1751976381.91098,-0.011281811,-0.020308941,0.077867049
1751976381.91296,-0.011281811,-0.020308941,0.077867049
1751976381.91498,-0.01128377,-0.020311265,0.077837155
1751976381.91695,-0.01128377,-0.020311265,0.077837155
1751976381.91895,-0.01128377,-0.020311265,0.077837155
1751976381.92093,-0.01128377,-0.020311265,0.077837155
1751976381.92293,-0.01128377,-0.020311265,0.077837155
1751976381.92493,-0.01128377,-0.020311265,0.077837155
1751976381.92694,-0.0112753,-0.020289278,0.077781373
1751976381.92896,-0.0112753,-0.020289278,0.077781373
1751976381.93099,-0.0112753,-0.020289278,0.077781373
1751976381.933,-0.0112753,-0.020289278,0.077781373
1751976381.93495,-0.0112753,-0.020289278,0.077781373
1751976381.93694,-0.0112845,-0.020305561,0.077821346
1751976381.93894,-0.0112845,-0.020305561,0.077821346
1751976381.94094,-0.0112845,-0.020305561,0.077821346
1751976381.94294,-0.0112845,-0.020305561,0.077821346
1751976381.94494,-0.0112845,-0.020305561,0.077821346
1751976381.94695,-0.0112845,-0.020305561,0.077821346
1751976381.94895,-0.011334762,-0.02028775,0.077837856
1751976381.95098,-0.011334762,-0.02028775,0.077837856
1751976381.95297,-0.011334762,-0.02028775,0.077837856
1751976381.95502,-0.011334762,-0.02028775,0.077837856
1751976381.95697,-0.011334762,-0.02028775,0.077837856
1751976381.95897,-0.011327373,-0.020297203,0.077832016
1751976381.96097,-0.011327373,-0.020297203,0.077832016
1751976381.96297,-0.011327373,-0.020297203,0.077832016
1751976381.96496,-0.011327373,-0.020297203,0.077832016
1751976381.96689,-0.011327373,-0.020297203,0.077832016
1751976381.969,-0.011327373,-0.020297203,0.077832016
1751976381.97093,-0.011337094,-0.020304257,0.077820044
1751976381.97295,-0.011337094,-0.020304257,0.077820044
1751976381.97506,-0.011337094,-0.020304257,0.077820044
1751976381.97694,-0.011337094,-0.020304257,0.077820044
1751976381.97893,-0.011337094,-0.020304257,0.077820044
1751976381.98097,-0.011337094,-0.020304257,0.077820044
1751976381.98294,-0.01137764,-0.020304335,0.077772419
1751976381.98495,-0.01137764,-0.020304335,0.077772419
1751976381.98694,-0.01137764,-0.020304335,0.077772419
1751976381.98899,-0.01137764,-0.020304335,0.077772419
1751976381.99089,-0.01137764,-0.020304335,0.077772419
1751976381.99305,-0.01137764,-0.020304335,0.077772419
1751976381.995,-0.011340425,-0.020307264,0.077798109
1751976381.99699,-0.011340425,-0.020307264,0.077798109
1751976381.99897,-0.011340425,-0.020307264,0.077798109
1751976382.00102,-0.011340425,-0.020307264,0.077798109
1751976382.00299,-0.011340425,-0.020307264,0.077798109
1751976382.005,-0.011340425,-0.020307264,0.077798109
1751976382.00694,-0.01129873,-0.020276156,0.077839192
1751976382.00892,-0.01129873,-0.020276156,0.077839192
1751976382.01095,-0.01129873,-0.020276156,0.077839192
1751976382.01295,-0.01129873,-0.020276156,0.077839192
1751976382.01495,-0.01129873,-0.020276156,0.077839192
1751976382.01694,-0.01129873,-0.020276156,0.077839192
1751976382.01894,-0.011308821,-0.02027515,0.077868597
1751976382.02095,-0.011308821,-0.02027515,0.077868597
1751976382.02295,-0.011308821,-0.02027515,0.077868597
1751976382.02494,-0.011308821,-0.02027515,0.077868597
1751976382.02695,-0.011308821,-0.02027515,0.077868597
1751976382.02894,-0.011302131,-0.020267584,0.077855048
1751976382.0309,-0.011302131,-0.020267584,0.077855048
1751976382.03294,-0.011302131,-0.020267584,0.077855048
1751976382.03494,-0.011302131,-0.020267584,0.077855048
1751976382.03699,-0.011302131,-0.020267584,0.077855048
1751976382.03896,-0.011302131,-0.020267584,0.077855048
1751976382.04096,-0.011320549,-0.020260734,0.07784296
1751976382.043,-0.011320549,-0.020260734,0.07784296
1751976382.04495,-0.011320549,-0.020260734,0.07784296
1751976382.04693,-0.011320549,-0.020260734,0.07784296
1751976382.04895,-0.011320549,-0.020260734,0.07784296
1751976382.05095,-0.01129195,-0.020297211,0.077858032
1751976382.05293,-0.01129195,-0.020297211,0.077858032
1751976382.05494,-0.01129195,-0.020297211,0.077858032
1751976382.05703,-0.01129195,-0.020297211,0.077858032
1751976382.05895,-0.01129195,-0.020297211,0.077858032
1751976382.06096,-0.01129195,-0.020297211,0.077858032
1751976382.06294,-0.011295274,-0.020311221,0.077792714
1751976382.06496,-0.011295274,-0.020311221,0.077792714
1751976382.06695,-0.011295274,-0.020311221,0.077792714
1751976382.06894,-0.011295274,-0.020311221,0.077792714
1751976382.07094,-0.011295274,-0.020311221,0.077792714
1751976382.07293,-0.011346024,-0.020309148,0.077759023
1751976382.07493,-0.011346024,-0.020309148,0.077759023
1751976382.07696,-0.011346024,-0.020309148,0.077759023
1751976382.07895,-0.011346024,-0.020309148,0.077759023
1751976382.08098,-0.011346024,-0.020309148,0.077759023
1751976382.08297,-0.011275025,-0.020311116,0.077853322
1751976382.08492,-0.011275025,-0.020311116,0.077853322
1751976382.08696,-0.011275025,-0.020311116,0.077853322
1751976382.08897,-0.011275025,-0.020311116,0.077853322
1751976382.09095,-0.011275025,-0.020311116,0.077853322
1751976382.09301,-0.011275025,-0.020311116,0.077853322
1751976382.09488,-0.011310194,-0.020299061,0.077843412
1751976382.09696,-0.011310194,-0.020299061,0.077843412
1751976382.09894,-0.011310194,-0.020299061,0.077843412
1751976382.1009,-0.011310194,-0.020299061,0.077843412
1751976382.10294,-0.011310194,-0.020299061,0.077843412
1751976382.10498,-0.011310194,-0.020299061,0.077843412
1751976382.10693,-0.011338672,-0.020306262,0.07779398
1751976382.10894,-0.011338672,-0.020306262,0.07779398
1751976382.11093,-0.011338672,-0.020306262,0.07779398
1751976382.11294,-0.011338672,-0.020306262,0.07779398
1751976382.11493,-0.011338672,-0.020306262,0.07779398
1751976382.11695,-0.011338672,-0.020306262,0.07779398
1751976382.11899,-0.011332406,-0.020308743,0.077789537
1751976382.121,-0.011332406,-0.020308743,0.077789537
1751976382.12298,-0.011332406,-0.020308743,0.077789537
1751976382.12497,-0.011332406,-0.020308743,0.077789537
1751976382.12699,-0.011332406,-0.020308743,0.077789537
1751976382.12896,-0.011286969,-0.020310187,0.077846225
1751976382.131,-0.011286969,-0.020310187,0.077846225
1751976382.13295,-0.011286969,-0.020310187,0.077846225
1751976382.13493,-0.011286969,-0.020310187,0.077846225
1751976382.13696,-0.011286969,-0.020310187,0.077846225
1751976382.13899,-0.01128041,-0.020278136,0.077875158
1751976382.1409,-0.01128041,-0.020278136,0.077875158
1751976382.14295,-0.01128041,-0.020278136,0.077875158
1751976382.14496,-0.01128041,-0.020278136,0.077875158
1751976382.14694,-0.01128041,-0.020278136,0.077875158
1751976382.14894,-0.01128041,-0.020278136,0.077875158
1751976382.15092,-0.011294866,-0.020294573,0.077863933
1751976382.15296,-0.011294866,-0.020294573,0.077863933
1751976382.15496,-0.011294866,-0.020294573,0.077863933
1751976382.15695,-0.011294866,-0.020294573,0.077863933
1751976382.15894,-0.011294866,-0.020294573,0.077863933
1751976382.16095,-0.01129952,-0.020293237,0.077880155
1751976382.16295,-0.01129952,-0.020293237,0.077880155
1751976382.16496,-0.01129952,-0.020293237,0.077880155
1751976382.16699,-0.01129952,-0.020293237,0.077880155
1751976382.16897,-0.01129952,-0.020293237,0.077880155
1751976382.17103,-0.01129952,-0.020293237,0.077880155
1751976382.17297,-0.011332509,-0.020282993,0.07780523
1751976382.17494,-0.011332509,-0.020282993,0.07780523
1751976382.17693,-0.011332509,-0.020282993,0.07780523
1751976382.17893,-0.011332509,-0.020282993,0.07780523
1751976382.18094,-0.011332509,-0.020282993,0.07780523
1751976382.18293,-0.011338664,-0.020248795,0.077755796
1751976382.18494,-0.011338664,-0.020248795,0.077755796
1751976382.18696,-0.011338664,-0.020248795,0.077755796
1751976382.18895,-0.011338664,-0.020248795,0.077755796
1751976382.19093,-0.011338664,-0.020248795,0.077755796
1751976382.193,-0.011338664,-0.020248795,0.077755796
1751976382.19493,-0.011268129,-0.020253294,0.077872553
1751976382.19693,-0.011268129,-0.020253294,0.077872553
1751976382.19894,-0.011268129,-0.020253294,0.077872553
1751976382.201,-0.011268129,-0.020253294,0.077872553
1751976382.20296,-0.011268129,-0.020253294,0.077872553
1751976382.20499,-0.011268129,-0.020253294,0.077872553
1751976382.20698,-0.011383317,-0.020290398,0.077694592
1751976382.209,-0.011383317,-0.020290398,0.077694592
1751976382.211,-0.011383317,-0.020290398,0.077694592
1751976382.21305,-0.011383317,-0.020290398,0.077694592
1751976382.21507,-0.011383317,-0.020290398,0.077694592
1751976382.21697,-0.011339757,-0.020293075,0.077749068
1751976382.21898,-0.011339757,-0.020293075,0.077749068
1751976382.221,-0.011339757,-0.020293075,0.077749068
1751976382.22295,-0.011339757,-0.020293075,0.077749068
1751976382.22496,-0.011339757,-0.020293075,0.077749068
1751976382.22689,-0.011339757,-0.020293075,0.077749068
1751976382.22895,-0.011357848,-0.020302084,0.077791824
1751976382.23094,-0.011357848,-0.020302084,0.077791824
1751976382.23295,-0.011357848,-0.020302084,0.077791824
1751976382.23495,-0.011357848,-0.020302084,0.077791824
1751976382.23694,-0.011357848,-0.020302084,0.077791824
1751976382.23898,-0.011324808,-0.020282266,0.077819258
1751976382.24097,-0.011324808,-0.020282266,0.077819258
1751976382.24293,-0.011324808,-0.020282266,0.077819258
1751976382.24495,-0.011324808,-0.020282266,0.077819258
1751976382.24698,-0.011324808,-0.020282266,0.077819258
1751976382.24893,-0.011398259,-0.020292034,0.077822844
1751976382.25096,-0.011398259,-0.020292034,0.077822844
1751976382.25302,-0.011398259,-0.020292034,0.077822844
1751976382.25501,-0.011398259,-0.020292034,0.077822844
1751976382.25697,-0.011398259,-0.020292034,0.077822844
1751976382.25895,-0.011398259,-0.020292034,0.077822844
1751976382.26098,-0.011350601,-0.020302093,0.077833843
1751976382.26292,-0.011350601,-0.020302093,0.077833843
1751976382.26499,-0.011350601,-0.020302093,0.077833843
1751976382.26693,-0.011350601,-0.020302093,0.077833843
1751976382.26903,-0.011350601,-0.020302093,0.077833843
1751976382.27094,-0.011370175,-0.020305456,0.077771722
1751976382.27307,-0.011370175,-0.020305456,0.077771722
1751976382.27495,-0.011370175,-0.020305456,0.077771722
1751976382.27694,-0.011370175,-0.020305456,0.077771722
1751976382.27893,-0.011370175,-0.020305456,0.077771722
1751976382.28099,-0.011370175,-0.020305456,0.077771722
1751976382.28296,-0.011275631,-0.020312342,0.07783611
1751976382.28495,-0.011275631,-0.020312342,0.07783611
1751976382.28695,-0.011275631,-0.020312342,0.07783611
1751976382.289,-0.011275631,-0.020312342,0.07783611
1751976382.29089,-0.011275631,-0.020312342,0.07783611
1751976382.29298,-0.011275631,-0.020312342,0.07783611
1751976382.29498,-0.011349637,-0.020278707,0.077759214
1751976382.29705,-0.011349637,-0.020278707,0.077759214
1751976382.29902,-0.011349637,-0.020278707,0.077759214
1751976382.30095,-0.011349637,-0.020278707,0.077759214
1751976382.303,-0.011349637,-0.020278707,0.077759214
1751976382.30494,-0.011349637,-0.020278707,0.077759214
1751976382.30695,-0.011301829,-0.020265533,0.077761989
1751976382.30895,-0.011301829,-0.020265533,0.077761989
1751976382.31095,-0.011301829,-0.020265533,0.077761989
1751976382.31297,-0.011301829,-0.020265533,0.077761989
1751976382.315,-0.011301829,-0.020265533,0.077761989
1751976382.31695,-0.01129444,-0.020277438,0.077839303
1751976382.31895,-0.01129444,-0.020277438,0.077839303
1751976382.32103,-0.01129444,-0.020277438,0.077839303
1751976382.32295,-0.01129444,-0.020277438,0.077839303
1751976382.32493,-0.01129444,-0.020277438,0.077839303
1751976382.32692,-0.01129444,-0.020277438,0.077839303
1751976382.32899,-0.011277439,-0.020295739,0.077826112
1751976382.33095,-0.011277439,-0.020295739,0.077826112
1751976382.33297,-0.011277439,-0.020295739,0.077826112
1751976382.33493,-0.011277439,-0.020295739,0.077826112
1751976382.33699,-0.011277439,-0.020295739,0.077826112
1751976382.33898,-0.011334709,-0.020293574,0.07778307
1751976382.34096,-0.011334709,-0.020293574,0.07778307
1751976382.343,-0.011334709,-0.020293574,0.07778307
1751976382.34496,-0.011334709,-0.020293574,0.07778307
1751976382.34695,-0.011334709,-0.020293574,0.07778307
1751976382.34897,-0.011334709,-0.020293574,0.07778307
1751976382.35096,-0.011290896,-0.020288172,0.077842698
1751976382.35297,-0.011290896,-0.020288172,0.077842698
1751976382.35496,-0.011290896,-0.020288172,0.077842698
1751976382.35695,-0.011290896,-0.020288172,0.077842698
1751976382.35896,-0.011290896,-0.020288172,0.077842698
1751976382.36101,-0.011303828,-0.020289066,0.077841262
1751976382.36297,-0.011303828,-0.020289066,0.077841262
1751976382.36495,-0.011303828,-0.020289066,0.077841262
1751976382.36694,-0.011303828,-0.020289066,0.077841262
1751976382.369,-0.011303828,-0.020289066,0.077841262
1751976382.37094,-0.011353469,-0.020303118,0.077767024
1751976382.37292,-0.011353469,-0.020303118,0.077767024
1751976382.37494,-0.011353469,-0.020303118,0.077767024
1751976382.37706,-0.011353469,-0.020303118,0.077767024
1751976382.37903,-0.011353469,-0.020303118,0.077767024
1751976382.381,-0.011353469,-0.020303118,0.077767024
1751976382.383,-0.011313622,-0.020306962,0.077833487
1751976382.385,-0.011313622,-0.020306962,0.077833487
1751976382.38695,-0.011313622,-0.020306962,0.077833487
1751976382.38897,-0.011313622,-0.020306962,0.077833487
1751976382.39099,-0.011313622,-0.020306962,0.077833487
1751976382.39295,-0.011313622,-0.020306962,0.077833487
1751976382.39494,-0.01134808,-0.020307795,0.07777765
1751976382.39696,-0.01134808,-0.020307795,0.07777765
1751976382.39894,-0.01134808,-0.020307795,0.07777765
1751976382.40094,-0.01134808,-0.020307795,0.07777765
1751976382.40294,-0.01134808,-0.020307795,0.07777765
1751976382.40502,-0.011321001,-0.020278403,0.077836097
1751976382.40688,-0.011321001,-0.020278403,0.077836097
1751976382.40898,-0.011321001,-0.020278403,0.077836097
1751976382.41097,-0.011321001,-0.020278403,0.077836097
1751976382.41292,-0.011321001,-0.020278403,0.077836097
1751976382.41496,-0.011321001,-0.020278403,0.077836097
1751976382.41699,-0.011336793,-0.020302527,0.077798877
1751976382.41896,-0.011336793,-0.020302527,0.077798877
1751976382.42096,-0.011336793,-0.020302527,0.077798877
1751976382.42295,-0.011336793,-0.020302527,0.077798877
1751976382.42496,-0.011336793,-0.020302527,0.077798877
1751976382.42698,-0.011336793,-0.020302527,0.077798877
1751976382.42894,-0.01133295,-0.020305286,0.077825289
1751976382.43096,-0.01133295,-0.020305286,0.077825289
1751976382.43294,-0.01133295,-0.020305286,0.077825289
1751976382.43493,-0.01133295,-0.020305286,0.077825289
1751976382.43695,-0.01133295,-0.020305286,0.077825289
1751976382.43891,-0.011305681,-0.020308204,0.077840065
1751976382.44094,-0.011305681,-0.020308204,0.077840065
1751976382.44301,-0.011305681,-0.020308204,0.077840065
1751976382.44498,-0.011305681,-0.020308204,0.077840065
1751976382.44695,-0.011305681,-0.020308204,0.077840065
1751976382.44896,-0.0113571,-0.020303237,0.077824342
1751976382.451,-0.0113571,-0.020303237,0.077824342
1751976382.45294,-0.0113571,-0.020303237,0.077824342
1751976382.45494,-0.0113571,-0.020303237,0.077824342
1751976382.45696,-0.0113571,-0.020303237,0.077824342
1751976382.459,-0.0113571,-0.020303237,0.077824342
1751976382.46096,-0.011308931,-0.020295409,0.077851284
1751976382.463,-0.011308931,-0.020295409,0.077851284
1751976382.46497,-0.011308931,-0.020295409,0.077851284
1751976382.46695,-0.011308931,-0.020295409,0.077851284
1751976382.46893,-0.011308931,-0.020295409,0.077851284
1751976382.47094,-0.011308931,-0.020295409,0.077851284
1751976382.47298,-0.011365984,-0.020287148,0.077761702
1751976382.47499,-0.011365984,-0.020287148,0.077761702
1751976382.47695,-0.011365984,-0.020287148,0.077761702
1751976382.47895,-0.011365984,-0.020287148,0.077761702
1751976382.48094,-0.011365984,-0.020287148,0.077761702
1751976382.48293,-0.011302569,-0.020296522,0.077796211
1751976382.48493,-0.011302569,-0.020296522,0.077796211
1751976382.48693,-0.011302569,-0.020296522,0.077796211
1751976382.48895,-0.011302569,-0.020296522,0.077796211
1751976382.49093,-0.011302569,-0.020296522,0.077796211
1751976382.49295,-0.011302569,-0.020296522,0.077796211
1751976382.49493,-0.011359014,-0.020291414,0.077768178
1751976382.49694,-0.011359014,-0.020291414,0.077768178
1751976382.49896,-0.011359014,-0.020291414,0.077768178
1751976382.50095,-0.011359014,-0.020291414,0.077768178
1751976382.50298,-0.011359014,-0.020291414,0.077768178
1751976382.50501,-0.011359014,-0.020291414,0.077768178
1751976382.50708,-0.011333688,-0.02028693,0.077823104
1751976382.50901,-0.011333688,-0.02028693,0.077823104
1751976382.51098,-0.011333688,-0.02028693,0.077823104
1751976382.51296,-0.011333688,-0.02028693,0.077823104
1751976382.51497,-0.011333688,-0.02028693,0.077823104
1751976382.51695,-0.011333688,-0.02028693,0.077823104
1751976382.51893,-0.011314651,-0.020293168,0.077835214
1751976382.52094,-0.011314651,-0.020293168,0.077835214
1751976382.52294,-0.011314651,-0.020293168,0.077835214
1751976382.52499,-0.011314651,-0.020293168,0.077835214
1751976382.52701,-0.011314651,-0.020293168,0.077835214
1751976382.52894,-0.011302221,-0.020292934,0.077851409
1751976382.53096,-0.011302221,-0.020292934,0.077851409
1751976382.53294,-0.011302221,-0.020292934,0.077851409
1751976382.53497,-0.011302221,-0.020292934,0.077851409
1751976382.53695,-0.011302221,-0.020292934,0.077851409
1751976382.53894,-0.011302221,-0.020292934,0.077851409
1751976382.54094,-0.011328446,-0.020273361,0.077879714
1751976382.54294,-0.011328446,-0.020273361,0.077879714
1751976382.54498,-0.011328446,-0.020273361,0.077879714
1751976382.54694,-0.011328446,-0.020273361,0.077879714
1751976382.54891,-0.011328446,-0.020273361,0.077879714
1751976382.551,-0.011328446,-0.020273361,0.077879714
1751976382.55297,-0.011362645,-0.02028013,0.077851002
1751976382.55496,-0.011362645,-0.02028013,0.077851002
1751976382.55695,-0.011362645,-0.02028013,0.077851002
1751976382.55904,-0.011362645,-0.02028013,0.077851002
1751976382.56095,-0.011362645,-0.02028013,0.077851002
1751976382.56292,-0.011362645,-0.02028013,0.077851002
1751976382.56496,-0.011350407,-0.020303293,0.077785879
1751976382.56697,-0.011350407,-0.020303293,0.077785879
1751976382.56895,-0.011350407,-0.020303293,0.077785879
1751976382.57097,-0.011350407,-0.020303293,0.077785879
1751976382.57296,-0.011350407,-0.020303293,0.077785879
1751976382.57494,-0.01130244,-0.02027196,0.077850262
1751976382.57697,-0.01130244,-0.02027196,0.077850262
1751976382.57898,-0.01130244,-0.02027196,0.077850262
1751976382.58095,-0.01130244,-0.02027196,0.077850262
1751976382.58296,-0.01130244,-0.02027196,0.077850262
1751976382.58495,-0.011239072,-0.020262872,0.077876895
1751976382.58694,-0.011239072,-0.020262872,0.077876895
1751976382.58896,-0.011239072,-0.020262872,0.077876895
1751976382.59094,-0.011239072,-0.020262872,0.077876895
1751976382.59297,-0.011239072,-0.020262872,0.077876895
1751976382.59496,-0.011239072,-0.020262872,0.077876895
1751976382.59696,-0.011343849,-0.020269625,0.07776633
1751976382.59893,-0.011343849,-0.020269625,0.07776633
1751976382.60098,-0.011343849,-0.020269625,0.07776633
1751976382.60297,-0.011343849,-0.020269625,0.07776633
1751976382.60495,-0.011343849,-0.020269625,0.07776633
1751976382.60694,-0.011331223,-0.020275733,0.077823465
1751976382.60895,-0.011331223,-0.020275733,0.077823465
1751976382.61094,-0.011331223,-0.020275733,0.077823465
1751976382.61298,-0.011331223,-0.020275733,0.077823465
1751976382.61494,-0.011331223,-0.020275733,0.077823465
1751976382.61693,-0.011331223,-0.020275733,0.077823465
1751976382.61894,-0.011352828,-0.020285983,0.077805588
1751976382.62095,-0.011352828,-0.020285983,0.077805588
1751976382.62293,-0.011352828,-0.020285983,0.077805588
1751976382.62496,-0.011352828,-0.020285983,0.077805588
1751976382.62695,-0.011352828,-0.020285983,0.077805588
1751976382.62895,-0.011351401,-0.020279981,0.0778307
1751976382.63099,-0.011351401,-0.020279981,0.0778307
1751976382.63303,-0.011351401,-0.020279981,0.0778307
1751976382.63506,-0.011351401,-0.020279981,0.0778307
1751976382.63701,-0.011351401,-0.020279981,0.0778307
1751976382.63896,-0.011346026,-0.020280633,0.077791255
1751976382.64101,-0.011346026,-0.020280633,0.077791255
1751976382.64301,-0.011346026,-0.020280633,0.077791255
1751976382.64496,-0.011346026,-0.020280633,0.077791255
1751976382.64694,-0.011346026,-0.020280633,0.077791255
1751976382.64894,-0.011346026,-0.020280633,0.077791255
1751976382.65096,-0.011340304,-0.020289629,0.077813078
1751976382.65298,-0.011340304,-0.020289629,0.077813078
1751976382.65496,-0.011340304,-0.020289629,0.077813078
1751976382.65695,-0.011340304,-0.020289629,0.077813078
1751976382.65896,-0.011340304,-0.020289629,0.077813078
1751976382.66096,-0.011370211,-0.020276613,0.077774871
1751976382.66297,-0.011370211,-0.020276613,0.077774871
1751976382.66498,-0.011370211,-0.020276613,0.077774871
1751976382.66698,-0.011370211,-0.020276613,0.077774871
1751976382.66894,-0.011370211,-0.020276613,0.077774871
1751976382.67094,-0.011370211,-0.020276613,0.077774871
1751976382.67294,-0.011359764,-0.020296608,0.077830846
1751976382.67494,-0.011359764,-0.020296608,0.077830846
1751976382.67695,-0.011359764,-0.020296608,0.077830846
1751976382.67894,-0.011359764,-0.020296608,0.077830846
1751976382.68099,-0.011359764,-0.020296608,0.077830846
1751976382.68296,-0.011335625,-0.020305379,0.077814655
1751976382.68497,-0.011335625,-0.020305379,0.077814655
1751976382.68699,-0.011335625,-0.020305379,0.077814655
1751976382.68894,-0.011335625,-0.020305379,0.077814655
1751976382.69095,-0.011335625,-0.020305379,0.077814655
1751976382.69294,-0.011253493,-0.020317422,0.077801781
1751976382.69496,-0.011253493,-0.020317422,0.077801781
1751976382.69694,-0.011253493,-0.020317422,0.077801781
1751976382.69897,-0.011253493,-0.020317422,0.077801781
1751976382.70093,-0.011253493,-0.020317422,0.077801781
