__time,/psm_joint_telemetry/header/stamp,/psm_joint_telemetry/insertion/effort,/psm_joint_telemetry/insertion/position,/psm_joint_telemetry/insertion/velocity,/psm_joint_telemetry/pitch/effort,/psm_joint_telemetry/pitch/position,/psm_joint_telemetry/pitch/velocity,/psm_joint_telemetry/roll/effort,/psm_joint_telemetry/roll/position,/psm_joint_telemetry/roll/velocity,/psm_joint_telemetry/servo1/effort,/psm_joint_telemetry/servo1/position,/psm_joint_telemetry/servo1/velocity,/psm_joint_telemetry/servo2/effort,/psm_joint_telemetry/servo2/position,/psm_joint_telemetry/servo2/velocity,/psm_joint_telemetry/servo3/effort,/psm_joint_telemetry/servo3/position,/psm_joint_telemetry/servo3/velocity,/psm_joint_telemetry/servo4/effort,/psm_joint_telemetry/servo4/position,/psm_joint_telemetry/servo4/velocity
1751880329.681911,35.729000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.197372437,-14.834840170,-14.781000137,-12.793332100,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.684559,35.732000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.197250366,-14.778500162,-14.708999634,-10.565396309,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.687168,35.734000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.197128296,-14.693530977,-14.628000259,-11.225650787,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.689761,35.737000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.197006226,-14.608036185,-14.538000107,-10.981102943,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.692342,35.739000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.196876526,-14.550664597,-14.456999779,-7.868553162,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.694960,35.742000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.196754456,-14.464156036,-14.385000229,-9.714644432,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.697569,35.745000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.196632385,-14.406203109,-14.303999901,-6.681115150,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.700171,35.747000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.196510315,-14.318744833,-14.213999748,-6.661647797,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.702821,35.750000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.196388245,-14.230721179,-14.142000198,-8.676136017,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.705329,35.752000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.196258545,-14.171707568,-14.060999870,-5.786865234,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.707821,35.755000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.196136475,-14.082749236,-13.970999718,-6.017731667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.710346,35.757000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.196014404,-14.023172518,-13.899000168,-4.203901291,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.712840,35.760000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.195892334,-13.933289617,-13.817999840,-5.549392223,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.715345,35.762000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.195770264,-13.873042636,-13.745999336,-3.825319529,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.717923,35.765000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.195648193,-13.782302568,-13.664999962,-5.290824890,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.720480,35.768000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.195518494,-13.721448895,-13.583999634,-2.631127834,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.722997,35.770000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.195396423,-13.629746173,-13.502999306,-4.166405201,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.725526,35.773000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.195274353,-13.568350948,-13.430999756,-2.577893496,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.728045,35.775000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.195152283,-13.475753521,-13.349999428,-4.279825687,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.730543,35.778000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.195030212,-13.413706316,-13.277999878,-2.787450552,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.733048,35.780000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.194900513,-13.320223999,-13.206000328,-5.584477901,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.735584,35.783000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.194778442,-13.257649910,-13.125000000,-3.233597279,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.738130,35.785000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.194656372,-13.163293291,-13.053000450,-6.138669968,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.740615,35.788000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.194534302,-13.100079772,-12.980999947,-4.846934319,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.743099,35.790000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.194412231,-13.004858867,-12.900000572,-6.947722435,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.745594,35.793000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.194282532,-12.941133364,-12.828000069,-5.737435341,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.748117,35.795000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308256447,-80.194160461,-12.845058942,-12.756000519,-8.919332504,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.750644,35.798000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-80.459930420,-12.780706837,-12.684000969,-7.785450935,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.753236,35.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.426353455,-12.683789113,-12.603000641,-10.121025085,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.755706,35.803000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.426239014,-12.586432657,-12.530999184,-13.412375450,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.758235,35.805000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.426132202,-12.521190068,-12.450000763,-11.438941002,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.760787,35.808000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.426017761,-12.422945587,-12.377999306,-14.877860069,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.763258,35.810000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.425903320,-12.357218395,-12.305999756,-13.911770821,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.765772,35.813000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.425788879,-12.258158749,-12.233999252,-17.536046982,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.768633,35.816000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.425674438,-12.191828735,-12.152999878,-15.735216141,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.771264,35.818000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.425537109,-12.091964478,-12.071999550,-18.211391449,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.773796,35.821000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.425415039,-11.991622769,-11.990999222,-20.912097931,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.776286,35.823000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.425300598,-11.924507762,-11.909999847,-19.193675995,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.778808,35.826000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.425186157,-11.823379311,-11.828999519,-22.086542130,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.781308,35.828000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.425071716,-11.755679191,-11.756999969,-21.383777618,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.783818,35.831000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.424957275,-11.653839721,-11.675999641,-24.375099182,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.786320,35.833000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.424842834,-11.585626052,-11.594999313,-22.788045883,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.788827,35.836000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.424728394,-11.482957171,-11.513999939,-25.834156036,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.791336,35.838000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.424621582,-11.414302844,-11.441999435,-25.236644745,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.793847,35.841000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.424507141,-11.310880738,-11.351999283,-27.442434311,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.796399,35.843000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.424392700,-11.241662271,-11.270999908,-25.939151764,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.799079,35.846000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.424278259,-11.137497996,-11.198999405,-30.097732544,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.801815,35.849000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.424156189,-11.067854941,-11.100000381,-26.607381821,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751880329.804363,35.851000000,0.000000000,0.000000000,0.000000000,0.000000000,0.294756889,-82.424026489,-10.962960202,-11.019001007,-29.731281281,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
