__time,/psm_joint_telemetry/header/stamp,/psm_joint_telemetry/insertion/effort,/psm_joint_telemetry/insertion/position,/psm_joint_telemetry/insertion/velocity,/psm_joint_telemetry/pitch/effort,/psm_joint_telemetry/pitch/position,/psm_joint_telemetry/pitch/velocity,/psm_joint_telemetry/roll/effort,/psm_joint_telemetry/roll/position,/psm_joint_telemetry/roll/velocity,/psm_joint_telemetry/servo1/effort,/psm_joint_telemetry/servo1/position,/psm_joint_telemetry/servo1/velocity,/psm_joint_telemetry/servo2/effort,/psm_joint_telemetry/servo2/position,/psm_joint_telemetry/servo2/velocity,/psm_joint_telemetry/servo3/effort,/psm_joint_telemetry/servo3/position,/psm_joint_telemetry/servo3/velocity,/psm_joint_telemetry/servo4/effort,/psm_joint_telemetry/servo4/position,/psm_joint_telemetry/servo4/velocity
1751979359.626055,20.222000000,60.605075836,0.030000001,0.000000000,0.416852415,0.119251907,-70.337692261,1.382721901,1.463998795,11.627646446,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.628857,20.225000000,60.605075836,0.030000001,0.000000000,0.416852415,0.105752349,-70.786338806,1.382721901,1.455000043,10.602295876,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.631596,20.228000000,60.605075836,0.030000001,0.000000000,0.416852415,0.092252791,-73.019546509,1.382721901,1.446001291,9.560243607,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.634316,20.231000000,60.568347931,0.030000001,0.000000000,0.383596987,0.092252791,-69.303482056,1.316926956,1.446001291,18.158491135,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.636968,20.233000000,60.568347931,0.030000001,0.000000000,0.383596987,0.078753233,-69.701950073,1.316926956,1.428000927,16.187295914,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.639579,20.236000000,60.568347931,0.030000001,0.000000000,0.383596987,0.065250993,-71.885795593,1.316926956,1.410000563,14.188991547,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.642288,20.239000000,60.568347931,0.030000001,0.000000000,0.383596987,0.065250993,-73.769157410,1.316926956,1.410000563,14.003036499,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.644922,20.241000000,60.568347931,0.030000001,0.000000000,0.383596987,0.065250993,-73.769294739,1.316926956,1.400999069,12.900746346,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.647560,20.244000000,60.568347931,0.030000001,0.000000000,0.383596987,0.065250993,-73.769424438,1.316926956,1.392000318,11.797989845,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.650199,20.247000000,60.568347931,0.030000001,0.000000000,0.383596987,0.065250993,-73.769554138,1.316926956,1.374000072,9.757690430,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.652789,20.249000000,60.577014923,0.030000001,0.000000000,0.364310235,0.065250993,-70.580230713,1.249285698,1.374000072,18.497926712,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.655364,20.252000000,60.577014923,0.030000001,0.000000000,0.364310235,0.065250993,-70.580345154,1.249285698,1.355999708,16.455656052,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.657973,20.254000000,60.577014923,0.030000001,0.000000000,0.364310235,0.038251877,-71.197738647,1.249285698,1.337999344,14.384711266,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.660638,20.257000000,60.563209534,0.030000001,0.000000000,0.322043657,0.051751435,-67.740478516,1.153381467,1.337999344,26.823732376,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.663386,20.260000000,60.563209534,0.030000001,0.000000000,0.322043657,0.038251877,-66.224555969,1.153381467,1.311000347,23.786907196,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.665970,20.262000000,60.563209534,0.030000001,0.000000000,0.322043657,0.024749637,-68.462577820,1.153381467,1.284001112,20.693672180,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.668542,20.265000000,60.576412201,0.030000001,0.000000000,0.293593168,0.024749637,-65.584167480,1.038264394,1.284001112,35.602077484,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.671171,20.268000000,60.576412201,0.030000001,0.000000000,0.293593168,0.024749637,-65.584281921,1.038264394,1.266000867,33.453365326,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.673787,20.270000000,60.576412201,0.030000001,0.000000000,0.293593168,0.011250079,-65.910781860,1.038264394,1.230000257,29.431718826,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.676389,20.273000000,60.576412201,0.030000001,0.000000000,0.293593168,-0.002249479,-68.158996582,1.038264394,1.220998764,28.103641510,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.679081,20.275000000,60.576412201,0.030000001,0.000000000,0.293593168,-0.002249479,-70.050598145,1.038264394,1.211999893,26.790174484,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.681651,20.278000000,60.596916199,0.030000001,0.000000000,0.279719621,-0.002249479,-67.756416321,0.940041006,1.185000896,36.626274109,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.684354,20.281000000,60.596916199,0.030000001,0.000000000,0.279719621,-0.015751719,-68.132064819,0.940041006,1.157999039,33.418258667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.687038,20.283000000,60.596916199,0.030000001,0.000000000,0.279719621,-0.029251277,-70.403129578,0.940041006,1.139998674,31.094152451,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.689728,20.286000000,60.531082153,0.030000001,0.000000000,0.237559021,-0.029251277,-65.262641907,0.836732686,1.112999678,41.517013550,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.692484,20.289000000,60.531082153,0.030000001,0.000000000,0.237559021,-0.056250393,-66.075019836,0.836732686,1.076998949,37.285335541,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.695202,20.291000000,60.531082153,0.030000001,0.000000000,0.237559021,-0.069752634,-70.148033142,0.836732686,1.049999952,33.934204102,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.697968,20.294000000,60.531082153,0.030000001,0.000000000,0.237559021,-0.069752634,-71.982612610,0.836732686,1.023000717,30.551191330,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.700477,20.297000000,60.531082153,0.030000001,0.000000000,0.237559021,-0.083252192,-72.334579468,0.836732686,1.005000472,28.107791901,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.703082,20.299000000,60.531082153,0.030000001,0.000000000,0.237559021,-0.096751750,-74.549995422,0.836732686,0.977998674,24.752691269,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.705669,20.302000000,60.631099701,0.030000001,0.000000000,0.199967831,-0.083252192,-69.904762268,0.719777822,0.942000747,35.931404114,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.708276,20.305000000,60.631099701,0.030000001,0.000000000,0.199967831,-0.110253990,-68.637413025,0.719777822,0.914998949,32.511692047,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.711026,20.307000000,60.631099701,0.030000001,0.000000000,0.199967831,-0.150752664,-73.504768372,0.719777822,0.897001326,29.992956161,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.713701,20.310000000,60.631099701,0.030000001,0.000000000,0.199967831,-0.123753548,-78.365234375,0.719777822,0.869999528,26.526237488,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.716443,20.313000000,60.619312286,0.030000001,0.000000000,0.134114861,-0.123753548,-63.828548431,0.599735737,0.843000412,38.936222076,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.719185,20.315000000,60.619312286,0.030000001,0.000000000,0.134114861,-0.164254904,-65.127410889,0.599735737,0.798000991,33.563007355,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.721925,20.318000000,60.619312286,0.030000001,0.000000000,0.134114861,-0.218255818,-72.307022095,0.599735737,0.762000382,29.067529678,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.724713,20.321000000,60.619312286,0.030000001,0.000000000,0.134114861,-0.177754462,-78.231811523,0.599735737,0.744000077,26.430019379,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.727579,20.324000000,60.619312286,0.030000001,0.000000000,0.134114861,-0.204756260,-73.828315735,0.599735737,0.725999773,23.792493820,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1751979359.730314,20.327000000,60.655612946,0.030000001,0.000000000,0.104062133,-0.204756260,-72.302658081,0.484016716,0.681000352,33.688972473,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
