__time,/psm_joint_telemetry/header/stamp,/psm_joint_telemetry/insertion/effort,/psm_joint_telemetry/insertion/position,/psm_joint_telemetry/insertion/velocity,/psm_joint_telemetry/pitch/effort,/psm_joint_telemetry/pitch/position,/psm_joint_telemetry/pitch/velocity,/psm_joint_telemetry/roll/effort,/psm_joint_telemetry/roll/position,/psm_joint_telemetry/roll/velocity
1747313550.236886,20.061000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.714317322,0.000000000,14.874000549,-25.223653793
1747313550.239233,20.064000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.714485168,0.000000000,14.874000549,-25.223653793
1747313550.241619,20.066000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.714653015,0.000000000,14.874000549,-25.223653793
1747313550.244110,20.068000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.714820862,0.000000000,14.874000549,-25.223653793
1747313550.246398,20.071000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.714996338,0.000000000,14.874000549,-25.223653793
1747313550.248770,20.073000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.715164185,0.000000000,14.874000549,-25.223653793
1747313550.251206,20.075000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.715332031,0.000000000,14.874000549,-25.223653793
1747313550.253663,20.078000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.715499878,0.000000000,14.874000549,-25.223653793
1747313550.256034,20.080000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.715667725,0.000000000,14.874000549,-25.223653793
1747313550.258434,20.083000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.715843201,0.000000000,14.874000549,-25.223653793
1747313550.260809,20.085000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.716011047,0.000000000,14.874000549,-25.223653793
1747313550.263144,20.087000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.716178894,0.000000000,14.874000549,-25.223653793
1747313550.265492,20.090000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.716346741,0.000000000,14.874000549,-25.223653793
1747313550.267871,20.092000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.716514587,0.000000000,14.874000549,-25.223653793
1747313550.270227,20.095000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.716682434,0.000000000,14.874000549,-25.223653793
1747313550.272571,20.097000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.716850281,0.000000000,14.874000549,-25.223653793
1747313550.274921,20.099000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.717010498,0.000000000,14.874000549,-25.223653793
1747313550.277327,20.102000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.717178345,0.000000000,14.874000549,-25.223653793
1747313550.279663,20.104000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.717346191,0.000000000,14.874000549,-25.223653793
1747313550.282018,20.106000000,0.000000000,58670.988281250,0.000000000,0.000000000,-15.500638008,-93.717514038,0.000000000,14.874000549,-25.223653793
