time,/psm_joint_telemetry/header/stamp,/psm_joint_telemetry/insertion/effort,/psm_joint_telemetry/insertion/position,/psm_joint_telemetry/insertion/velocity,/psm_joint_telemetry/pitch/effort,/psm_joint_telemetry/pitch/position,/psm_joint_telemetry/pitch/velocity,roll_effort,roll_position,roll_velocity
1746523752.54993,20.99,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.56081,21.001,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.57149,21.011,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.58235,21.022,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.59368,21.033,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.60488,21.044,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.61569,21.056,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.62643,21.066,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.63698,21.077,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.64746,21.088,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.65806,21.098,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.6688,21.109,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.67947,21.119,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.69014,21.13,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.701,21.141,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.71178,21.152,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.72227,21.162,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.73286,21.173,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.7436,21.184,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.75414,21.194,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.76466,21.205,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.77514,21.215,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.78563,21.226,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.79622,21.236,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.80695,21.247,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.81743,21.257,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.82805,21.268,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.83863,21.279,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.84925,21.289,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.85991,21.3,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.87055,21.311,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.88117,21.321,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.8917,21.332,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.90243,21.342,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.91313,21.353,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.92379,21.364,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.9344,21.374,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.94509,21.385,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.95574,21.396,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.96632,21.406,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.97692,21.417,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.98817,21.428,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523752.99886,21.439,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.00971,21.45,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.02032,21.46,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.03084,21.471,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.04158,21.481,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.05221,21.492,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.06279,21.503,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.07338,21.513,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.08411,21.524,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.0946,21.535,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.10518,21.545,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.11581,21.556,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.12651,21.566,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.13727,21.577,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.14784,21.588,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.15829,21.598,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.16888,21.609,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.17943,21.619,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.19004,21.63,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.20059,21.641,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.21197,21.652,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.22307,21.663,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.23393,21.674,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.24455,21.684,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.25531,21.695,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.26598,21.706,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.27727,21.717,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.28848,21.728,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.29949,21.739,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.31016,21.75,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.32075,21.761,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.33139,21.771,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.34215,21.782,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.35287,21.793,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.36348,21.803,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.37436,21.814,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.38546,21.825,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.39661,21.836,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.40741,21.847,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.41797,21.858,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.4285,21.868,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.43906,21.879,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.44968,21.89,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.46038,21.9,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.47102,21.911,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.48165,21.922,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.49232,21.932,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.50302,21.943,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.51365,21.954,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.52432,21.964,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
1746523753.53489,21.975,0,60004.421875,0,0,-35.067501068,0,0,-0.416999459,-15
