time,pitch_effort,pitch_position,pitch_velocity
1747126839.91594,0,-0.38025856,-53.185146332
1747126839.91841,0,-0.38025856,-53.185146332
1747126839.92088,0,-0.38025856,-53.185146332
1747126839.92336,0,-0.38025856,-53.185146332
1747126839.9259,0,-0.38025856,-53.185146332
1747126839.92833,0,-0.38025856,-53.185146332
1747126839.93079,0,-0.38025856,-53.185146332
1747126839.93324,0,-0.38025856,-53.185146332
1747126839.93572,0,-0.38025856,-53.185146332
1747126839.93828,0,-0.38025856,-53.185146332
1747126839.94081,0,-0.38025856,-53.185146332
1747126839.94331,0,-0.38025856,-53.185146332
1747126839.9458,0,-0.38025856,-53.185146332
1747126839.94832,0,-0.38025856,-53.185146332
1747126839.9508,0,-0.38025856,-53.185146332
1747126839.9533,0,-0.38025856,-53.185146332
1747126839.95576,0,-0.38025856,-53.185146332
1747126839.95818,0,-0.38025856,-53.185146332
1747126839.9606,0,-0.38025856,-53.185146332
1747126839.96311,0,-0.38025856,-53.185146332
1747126839.96555,0,-0.38025856,-53.185146332
1747126839.96802,0,-0.38025856,-53.185146332
1747126839.97052,0,-0.38025856,-53.185146332
1747126839.97303,0,-0.38025856,-23.185146332
1747126839.97554,0,-0.434262156,-15.954385757
1747126839.97806,0,-0.515262187,-17.417346954
1747126839.98051,0,-0.555763543,-31.356708527
1747126839.98297,0,-0.542263985,-42.700489044
1747126839.98541,0,-0.542263985,-39.453552246
1747126839.98788,0,-0.555763543,-37.552932739
1747126839.9904,0,-0.596264899,-35.190090179
1747126839.99297,0,-0.623266697,-41.29586792
1747126839.99551,0,-0.623266697,-47.587757111
1747126839.99805,0,-0.623266697,-47.587757111
1747126840.00051,0,-0.650265813,-44.059467316
1747126840.00298,0,-0.677267611,-46.513298035
1747126840.00544,0,-0.704266727,-49.326873779
1747126840.00788,0,-0.704266727,-55.721687317
1747126840.01032,0,-0.704266727,-55.721687317
1747126840.01279,0,-0.717768967,-53.829986572
1747126840.01527,0,-0.744768083,-53.313392639
1747126840.01774,0,-0.744768083,-59.788787842
1747126840.02021,0,-0.731268525,-61.678794861
1747126840.0227,0,-0.717768967,-60.304771423
1747126840.02511,0,-0.717768967,-57.077568054
1747126840.0276,0,-0.717768967,-57.077568054
1747126840.03006,0,-0.717768967,-57.077568054
1747126840.03251,0,-0.717768967,-57.077568054
1747126840.03499,0,-0.717768967,-57.077568054
1747126840.03748,0,-0.717768967,-57.077568054
1747126840.03997,0,-0.717768967,-57.077568054
1747126840.04255,0,-0.717768967,-57.077568054
1747126840.04499,0,-0.717768967,-57.077568054
1747126840.04741,0,-0.717768967,-57.077568054
1747126840.04988,0,-0.717768967,-57.077568054
1747126840.05232,0,-0.717768967,-57.077568054
1747126840.05477,0,-0.731268525,-55.175621033
1747126840.05723,0,-0.758267641,-54.653175354
1747126840.05978,0,-0.785269439,-57.398231506
1747126840.06226,0,-0.785269439,-63.855895996
1747126840.06474,0,-0.785269439,-63.855895996
1747126840.06721,0,-0.798768997,-61.999916077
1747126840.06969,0,-0.825770795,-61.478393555
1747126840.07217,0,-0.825770795,-67.922996521
1747126840.07468,0,-0.825770795,-67.922996521
1747126840.07716,0,-0.839270353,-66.08631897
1747126840.07964,0,-0.866272151,-65.599777222
1747126840.0821,0,-0.893271267,-68.26776123
1747126840.08459,0,-0.893271267,-74.701316833
1747126840.08708,0,-0.893271267,-74.701316833
1747126840.08957,0,-0.893271267,-74.701316833
1747126840.09229,0,-0.893271267,-74.701316833
1747126840.09486,0,-0.906773508,-73.086906433
1747126840.09746,0,-0.920273066,-74.34236145
1747126840.09999,0,-0.920273066,-77.412811279
1747126840.10247,0,-0.920273066,-77.412811279
1747126840.10494,0,-0.920273066,-77.412811279
1747126840.10743,0,-0.920273066,-77.412811279
1747126840.10993,0,-0.920273066,-77.412811279
1747126840.11241,0,-0.920273066,-77.412811279
1747126840.11488,0,-0.920273066,-77.412811279
1747126840.11732,0,-0.920273066,-77.412811279
1747126840.11978,0,-0.920273066,-77.412811279
1747126840.12224,0,-0.920273066,-77.412811279
1747126840.12472,0,-0.920273066,-77.412811279
1747126840.12721,0,-0.906773508,-79.271377563
1747126840.12968,0,-0.906773508,-76.057197571
1747126840.13219,0,-0.906773508,-76.057197571
1747126840.1347,0,-0.906773508,-76.057197571
1747126840.13717,0,-0.906773508,-76.057197571
1747126840.13971,0,-0.920273066,-74.203811646
1747126840.14215,0,-0.920273066,-77.412811279
1747126840.14457,0,-0.933772624,-75.518829346
1747126840.14703,0,-0.933772624,-78.768417358
1747126840.14948,0,-0.947274864,-76.882003784
1747126840.15195,0,-0.947274864,-80.124298096
1747126840.15441,0,-0.947274864,-80.124298096
1747126840.157,0,-0.947274864,-80.124298096
1747126840.15946,0,-0.947274864,-80.124298096
1747126840.16192,0,-0.947274864,-80.124298096
1747126840.16437,0,-0.947274864,-80.124298096
1747126840.16684,0,-0.947274864,-80.124298096
1747126840.16934,0,-0.947274864,-80.124298096
1747126840.17188,0,-0.933772624,-81.947319031
1747126840.1744,0,-0.933772624,-78.768417358
1747126840.17702,0,-0.920273066,-80.606369019
1747126840.17947,0,-0.920273066,-77.412811279
1747126840.18195,0,-0.906773508,-79.275276184
1747126840.18441,0,-0.893271267,-77.881484985
1747126840.18687,0,-0.879771709,-76.5807724
1747126840.18939,0,-0.879771709,-73.345703125
1747126840.19184,0,-0.879771709,-73.345703125
1747126840.19431,0,-0.866272151,-75.210777283
1747126840.19676,0,-0.852772593,-73.852561951
1747126840.19921,0,-0.839270353,-72.511688232
1747126840.20166,0,-0.839270353,-69.2786026
1747126840.20413,0,-0.825770795,-71.172584534
1747126840.20664,0,-0.812271237,-69.781562805
1747126840.20921,0,-0.812271237,-66.567382813
1747126840.21177,0,-0.812271237,-66.567382813
1747126840.21434,0,-0.812271237,-66.567382813
1747126840.21695,0,-0.812271237,-66.567382813
1747126840.21957,0,-0.798768997,-68.273117065
1747126840.22208,0,-0.798768997,-65.211502075
1747126840.22457,0,-0.798768997,-65.211502075
1747126840.22711,0,-0.785269439,-67.05973053
1747126840.22966,0,-0.785269439,-63.855895996
1747126840.23227,0,-0.785269439,-63.855895996
1747126840.23482,0,-0.785269439,-63.855895996
1747126840.2374,0,-0.785269439,-63.855895996
1747126840.23992,0,-0.785269439,-63.855895996
1747126840.24254,0,-0.771769881,-65.621261597
1747126840.24504,0,-0.785269439,-60.836662292
1747126840.2475,0,-0.771769881,-65.688728333
1747126840.24998,0,-0.771769881,-62.500282288
1747126840.25246,0,-0.758267641,-64.363121033
1747126840.25491,0,-0.744768083,-63.023857117
1747126840.25744,0,-0.731268525,-61.648658752
1747126840.26007,0,-0.731268525,-58.433181763
1747126840.26276,0,-0.731268525,-58.433181763
1747126840.26533,0,-0.731268525,-58.433181763
1747126840.26794,0,-0.717768967,-60.161087036
1747126840.27052,0,-0.704266727,-58.773918152
1747126840.27308,0,-0.704266727,-55.721687317
1747126840.27559,0,-0.704266727,-55.721687317
1747126840.27812,0,-0.704266727,-55.721687317
1747126840.28069,0,-0.690767169,-57.531715393
1747126840.28316,0,-0.690767169,-54.366081238
1747126840.28571,0,-0.690767169,-54.366081238
1747126840.28819,0,-0.690767169,-54.366081238
1747126840.2907,0,-0.690767169,-54.366081238
1747126840.29319,0,-0.690767169,-54.366081238
1747126840.29571,0,-0.677267611,-56.214302063
1747126840.29819,0,-0.677267611,-53.010467529
1747126840.3007,0,-0.677267611,-53.010467529
1747126840.30319,0,-0.677267611,-53.010467529
1747126840.30575,0,-0.677267611,-53.010467529
1747126840.30832,0,-0.677267611,-53.010467529
1747126840.31085,0,-0.677267611,-53.010467529
1747126840.31344,0,-0.677267611,-53.010467529
1747126840.31599,0,-0.677267611,-53.010467529
1747126840.31847,0,-0.677267611,-53.010467529
1747126840.32094,0,-0.677267611,-53.010467529
1747126840.32342,0,-0.677267611,-53.010467529
1747126840.32602,0,-0.677267611,-53.010467529
1747126840.32843,0,-0.677267611,-53.010467529
1747126840.3309,0,-0.663765371,-54.912796021
1747126840.33336,0,-0.663765371,-51.654586792
1747126840.33583,0,-0.677267611,-49.770805359
1747126840.33829,0,-0.677267611,-53.010467529
1747126840.34076,0,-0.677267611,-53.010467529
1747126840.34327,0,-0.677267611,-53.010467529
1747126840.34574,0,-0.677267611,-53.010467529
1747126840.34821,0,-0.677267611,-53.010467529
1747126840.35066,0,-0.677267611,-53.010467529
1747126840.35316,0,-0.677267611,-53.010467529
1747126840.35564,0,-0.677267611,-53.010467529
1747126840.35813,0,-0.690767169,-51.146705627
1747126840.3606,0,-0.704266727,-52.519142151
1747126840.36308,0,-0.717768967,-53.84841156
1747126840.36557,0,-0.717768967,-57.077568054
1747126840.36804,0,-0.717768967,-57.077568054
1747126840.37051,0,-0.731268525,-55.203361511
1747126840.37305,0,-0.758267641,-54.692611694
1747126840.37554,0,-0.758267641,-61.14440155
1747126840.37806,0,-0.744768083,-62.972137451
1747126840.38056,0,-0.744768083,-59.788787842
1747126840.38307,0,-0.744768083,-59.788787842
1747126840.38561,0,-0.758267641,-58.004966736
1747126840.38815,0,-0.758267641,-61.14440155
1747126840.39068,0,-0.758267641,-61.14440155
1747126840.39313,0,-0.758267641,-61.14440155
1747126840.39559,0,-0.758267641,-61.14440155
1747126840.39807,0,-0.758267641,-61.14440155
1747126840.40053,0,-0.758267641,-61.14440155
1747126840.40304,0,-0.758267641,-61.14440155
1747126840.40552,0,-0.758267641,-61.14440155
1747126840.40804,0,-0.758267641,-61.14440155
1747126840.41049,0,-0.758267641,-61.14440155
1747126840.41297,0,-0.758267641,-61.14440155
1747126840.41544,0,-0.758267641,-61.14440155
1747126840.41802,0,-0.758267641,-61.14440155
1747126840.42051,0,-0.758267641,-61.14440155
1747126840.42293,0,-0.758267641,-61.14440155
1747126840.42546,0,-0.758267641,-61.14440155
1747126840.42791,0,-0.771769881,-59.300956726
1747126840.43034,0,-0.771769881,-62.500282288
1747126840.43278,0,-0.771769881,-62.500282288
1747126840.43523,0,-0.785269439,-60.616882324
1747126840.4377,0,-0.798768997,-61.965888977
1747126840.44015,0,-0.798768997,-65.211502075
1747126840.44269,0,-0.798768997,-65.211502075
1747126840.44513,0,-0.798768997,-65.211502075
1747126840.44765,0,-0.798768997,-65.211502075
1747126840.45017,0,-0.798768997,-65.211502075
1747126840.45272,0,-0.812271237,-63.40990448
1747126840.45525,0,-0.825770795,-64.802017212
1747126840.45782,0,-0.825770795,-67.922996521
1747126840.46038,0,-0.825770795,-67.922996521
1747126840.46294,0,-0.825770795,-67.922996521
1747126840.46548,0,-0.825770795,-67.922996521
1747126840.46804,0,-0.825770795,-67.922996521
1747126840.47058,0,-0.825770795,-67.922996521
1747126840.47318,0,-0.825770795,-67.922996521
1747126840.47576,0,-0.825770795,-67.922996521
1747126840.47825,0,-0.825770795,-67.922996521
1747126840.4807,0,-0.825770795,-67.922996521
1747126840.48316,0,-0.812271237,-69.803764343
1747126840.4856,0,-0.812271237,-66.567382813
1747126840.48805,0,-0.812271237,-66.567382813
1747126840.49054,0,-0.812271237,-66.567382813
1747126840.49314,0,-0.812271237,-66.567382813
1747126840.49567,0,-0.812271237,-66.567382813
1747126840.49816,0,-0.812271237,-66.567382813
1747126840.50063,0,-0.812271237,-66.567382813
1747126840.50307,0,-0.812271237,-66.567382813
1747126840.50554,0,-0.812271237,-66.567382813
1747126840.50803,0,-0.812271237,-66.567382813
1747126840.51048,0,-0.812271237,-66.567382813
1747126840.513,0,-0.798768997,-68.463058472
1747126840.51541,0,-0.798768997,-65.211502075
1747126840.51803,0,-0.798768997,-65.211502075
1747126840.5205,0,-0.798768997,-65.211502075
1747126840.52299,0,-0.798768997,-65.211502075
1747126840.52553,0,-0.798768997,-65.211502075
1747126840.5281,0,-0.798768997,-65.211502075
1747126840.53056,0,-0.798768997,-65.211502075
1747126840.53295,0,-0.798768997,-65.211502075
1747126840.53538,0,-0.798768997,-65.211502075
1747126840.53787,0,-0.798768997,-65.211502075
1747126840.54027,0,-0.798768997,-65.211502075
1747126840.54279,0,-0.785269439,-67.152557373
1747126840.54528,0,-0.785269439,-63.855895996
1747126840.54775,0,-0.785269439,-63.855895996
1747126840.55021,0,-0.785269439,-63.855895996
1747126840.5527,0,-0.785269439,-63.855895996
1747126840.55518,0,-0.785269439,-63.855895996
1747126840.5577,0,-0.771769881,-65.709281921
1747126840.56025,0,-0.785269439,-60.716461182
1747126840.56272,0,-0.771769881,-65.692565918
1747126840.56518,0,-0.771769881,-62.500282288
1747126840.56768,0,-0.771769881,-62.500282288
1747126840.57017,0,-0.771769881,-62.500282288
1747126840.57268,0,-0.771769881,-62.500282288
1747126840.57522,0,-0.785269439,-60.632614136
1747126840.57773,0,-0.785269439,-63.855895996
1747126840.58023,0,-0.771769881,-65.697685242
1747126840.58268,0,-0.771769881,-62.500282288
1747126840.58513,0,-0.771769881,-62.500282288
1747126840.58757,0,-0.771769881,-62.500282288
1747126840.59006,0,-0.771769881,-62.500282288
1747126840.59252,0,-0.771769881,-62.500282288
1747126840.59501,0,-0.771769881,-62.500282288
1747126840.59747,0,-0.771769881,-62.500282288
1747126840.59993,0,-0.771769881,-62.500282288
1747126840.60239,0,-0.771769881,-62.500282288
1747126840.60484,0,-0.771769881,-62.500282288
1747126840.60734,0,-0.771769881,-62.500282288
1747126840.60986,0,-0.771769881,-62.500282288
1747126840.6124,0,-0.771769881,-62.500282288
1747126840.61498,0,-0.758267641,-64.269676208
1747126840.61746,0,-0.758267641,-61.14440155
1747126840.61996,0,-0.758267641,-61.14440155
1747126840.62251,0,-0.758267641,-61.14440155
1747126840.62503,0,-0.758267641,-61.14440155
1747126840.62754,0,-0.758267641,-61.14440155
1747126840.63,0,-0.758267641,-61.14440155
1747126840.63245,0,-0.758267641,-61.14440155
1747126840.63495,0,-0.758267641,-61.14440155
1747126840.63737,0,-0.758267641,-61.14440155
1747126840.63983,0,-0.758267641,-61.14440155
1747126840.64232,0,-0.758267641,-61.14440155
1747126840.64478,0,-0.758267641,-61.14440155
1747126840.64723,0,-0.771769881,-59.243408203
1747126840.64967,0,-0.771769881,-62.500282288
1747126840.65213,0,-0.771769881,-62.500282288
1747126840.65463,0,-0.771769881,-62.500282288
1747126840.6574,0,-0.771769881,-62.500282288
1747126840.65991,0,-0.771769881,-62.500282288
1747126840.66237,0,-0.771769881,-62.500282288
1747126840.66479,0,-0.771769881,-62.500282288
1747126840.66722,0,-0.771769881,-62.500282288
1747126840.66963,0,-0.771769881,-62.500282288
1747126840.67202,0,-0.771769881,-62.500282288
1747126840.67451,0,-0.771769881,-62.500282288
1747126840.67719,0,-0.771769881,-62.500282288
1747126840.6796,0,-0.771769881,-62.500282288
1747126840.68203,0,-0.771769881,-62.500282288
1747126840.68445,0,-0.771769881,-62.500282288
1747126840.68687,0,-0.771769881,-62.500282288
1747126840.68928,0,-0.771769881,-62.500282288
1747126840.69173,0,-0.771769881,-62.500282288
1747126840.69413,0,-0.771769881,-62.500282288
1747126840.69654,0,-0.771769881,-62.500282288
1747126840.69898,0,-0.771769881,-62.500282288
1747126840.70139,0,-0.771769881,-62.500282288
1747126840.70379,0,-0.771769881,-62.500282288
1747126840.70625,0,-0.771769881,-62.500282288
1747126840.7087,0,-0.771769881,-62.500282288
1747126840.71115,0,-0.771769881,-62.500282288
1747126840.71356,0,-0.771769881,-62.500282288
1747126840.71604,0,-0.771769881,-62.500282288
1747126840.71852,0,-0.771769881,-62.500282288
1747126840.721,0,-0.771769881,-62.500282288
1747126840.7235,0,-0.771769881,-62.500282288
1747126840.7261,0,-0.771769881,-92.500282288
1747126840.7284,0,-0.717768967,-99.9453125
1747126840.73089,0,-0.663765371,-94.59614563
1747126840.73337,0,-0.663765371,-81.654586792
1747126840.73585,0,-0.677267611,-79.802124023
1747126840.73831,0,-0.677267611,-83.010467529
1747126840.74084,0,-0.677267611,-83.010467529
1747126840.74331,0,-0.677267611,-83.010467529
1747126840.74581,0,-0.663765371,-84.797119141
1747126840.74825,0,-0.663765371,-51.654586792
1747126840.75074,0,-0.704266727,-45.940353394
1747126840.75335,0,-0.771769881,-46.569538116
1747126840.75591,0,-0.758267641,-64.236915588
1747126840.75848,0,-0.717768967,-66.378547668
1747126840.76094,0,-0.717768967,-57.077568054
1747126840.76338,0,-0.744768083,-53.37853241
1747126840.76584,0,-0.758267641,-57.892158508
1747126840.76833,0,-0.731268525,-64.905944824
1747126840.77078,0,-0.731268525,-58.433181763
1747126840.77326,0,-0.744768083,-56.59778595
1747126840.77574,0,-0.758267641,-57.935401917
1747126840.77816,0,-0.758267641,-91.14440155
1747126840.78064,0,-0.704266727,-98.854637146
1747126840.78309,0,-0.636766255,-95.132499695
1747126840.78559,0,-0.623266697,-80.808433533
1747126840.78807,0,-0.636766255,-75.758743286
1747126840.79054,0,-0.663765371,-75.228820801
1747126840.79305,0,-0.690767169,-77.884773254
1747126840.79555,0,-0.677267611,-86.193817139
1747126840.79805,0,-0.663765371,-84.828422546
1747126840.80056,0,-0.650265813,-83.492538452
1747126840.80306,0,-0.636766255,-82.114044189
1747126840.80558,0,-0.636766255,-78.943367004
1747126840.80813,0,-0.623266697,-80.724716187
1747126840.81063,0,-0.623266697,-77.587753296
1747126840.81313,0,-0.609764457,-79.386856079
1747126840.81566,0,-0.609764457,-76.231872559
1747126840.81817,0,-0.596264899,-78.03061676
1747126840.82066,0,-0.582765341,-76.666282654
1747126840.82318,0,-0.569263101,-75.401802063
1747126840.8257,0,-0.542263985,-75.742332458
1747126840.82813,0,-0.515262187,-43.127258301
1747126840.83061,0,-0.582765341,-27.317699432
1747126840.83307,0,-0.704266727,-26.746013641
1747126840.83554,0,-0.744768083,-50.098686218
1747126840.83803,0,-0.704266727,-65.403938293
1747126840.8405,0,-0.636766255,-64.963188171
1747126840.84303,0,-0.650265813,-47.08480072
1747126840.84547,0,-0.704266727,-43.013057709
1747126840.84798,0,-0.758267641,-48.156005859
1747126840.85047,0,-0.744768083,-62.958198547
1747126840.85296,0,-0.704266727,-65.318389893
1747126840.85545,0,-0.717768967,-53.874382019
1747126840.858,0,-0.758267641,-51.582893372
1747126840.8606,0,-0.758267641,-61.14440155
1747126840.8631,0,-0.731268525,-64.612190247
1747126840.86562,0,-0.731268525,-58.433181763
1747126840.86807,0,-0.744768083,-56.607978821
1747126840.87054,0,-0.731268525,-61.669563293
1747126840.87308,0,-0.731268525,-58.433181763
1747126840.87563,0,-0.744768083,-56.717155457
1747126840.8781,0,-0.731268525,-61.61907959
1747126840.88062,0,-0.717768967,-60.278831482
1747126840.88315,0,-0.717768967,-57.077568054
1747126840.8857,0,-0.717768967,-57.077568054
1747126840.88823,0,-0.717768967,-57.077568054
1747126840.89076,0,-0.717768967,-57.077568054
1747126840.89326,0,-0.717768967,-57.077568054
1747126840.89575,0,-0.717768967,-57.077568054
1747126840.89828,0,-0.704266727,-88.928741455
1747126840.9008,0,-0.636766255,-94.622612
1747126840.90325,0,-0.555763543,-89.887641907
1747126840.90573,0,-0.515262187,-76.483520508
1747126840.90831,0,-0.515262187,-66.74206543
1747126840.91093,0,-0.542263985,-63.206077576
1747126840.91346,0,-0.555763543,-67.787635803
1747126840.91602,0,-0.542263985,-72.555084229
1747126840.91856,0,-0.515262187,-72.93850708
1747126840.92108,0,-0.515262187,-66.74206543
1747126840.92368,0,-0.515262187,-66.74206543
1747126840.92616,0,-0.515262187,-66.74206543
1747126840.92867,0,-0.515262187,-66.74206543
1747126840.93114,0,-0.515262187,-66.74206543
1747126840.93362,0,-0.515262187,-66.74206543
1747126840.93611,0,-0.515262187,-66.74206543
1747126840.93858,0,-0.515262187,-66.74206543
1747126840.94109,0,-0.515262187,-66.74206543
1747126840.94366,0,-0.515262187,-66.74206543
1747126840.94629,0,-0.515262187,-66.74206543
1747126840.94892,0,-0.515262187,-66.74206543
1747126840.95148,0,-0.528764427,-65.081542969
1747126840.95405,0,-0.542263985,-66.331344604
1747126840.95654,0,-0.542263985,-69.453552246
1747126840.95901,0,-0.528764427,-71.309532166
1747126840.96146,0,-0.528764427,-68.097946167
1747126840.96392,0,-0.528764427,-68.097946167
1747126840.96637,0,-0.528764427,-68.097946167
1747126840.96884,0,-0.528764427,-68.097946167
1747126840.97133,0,-0.528764427,-68.097946167
1747126840.97392,0,-0.515262187,-69.946533203
1747126840.97634,0,-0.515262187,-66.74206543
1747126840.9788,0,-0.515262187,-66.74206543
1747126840.9813,0,-0.515262187,-66.74206543
1747126840.9838,0,-0.515262187,-66.74206543
1747126840.98628,0,-0.515262187,-66.74206543
1747126840.98877,0,-0.515262187,-66.74206543
1747126840.99131,0,-0.501762629,-68.582572937
1747126840.99381,0,-0.501762629,-65.386451721
1747126840.99636,0,-0.488263071,-67.185195923
1747126840.9989,0,-0.47476083,-65.796562195
1747126841.00143,0,-0.461261272,-64.450149536
1747126841.00393,0,-0.461261272,-61.319351196
1747126841.00641,0,-0.461261272,-61.319351196
1747126841.00894,0,-0.447761714,-63.147087097
1747126841.01139,0,-0.447761714,-59.963737488
1747126841.01389,0,-0.447761714,-59.963737488
1747126841.01635,0,-0.447761714,-59.963737488
1747126841.01884,0,-0.434262156,-61.844509125
1747126841.02134,0,-0.434262156,-58.608127594
1747126841.02388,0,-0.434262156,-58.608127594
1747126841.0265,0,-0.434262156,-58.608127594
1747126841.0291,0,-0.434262156,-58.608127594
1747126841.03158,0,-0.434262156,-58.608127594
1747126841.03409,0,-0.420759916,-60.465770721
1747126841.03659,0,-0.407260358,-59.053489685
1747126841.0391,0,-0.407260358,-55.896636963
1747126841.04177,0,-0.407260358,-55.896636963
1747126841.04441,0,-0.407260358,-55.896636963
1747126841.04707,0,-0.407260358,-55.896636963
1747126841.04965,0,-0.3937608,-57.511837006
1747126841.05224,0,-0.3937608,-54.541027069
1747126841.05482,0,-0.3937608,-54.541027069
1747126841.05739,0,-0.3937608,-54.541027069
1747126841.05995,0,-0.3937608,-54.541027069
1747126841.06247,0,-0.3937608,-54.541027069
1747126841.06493,0,-0.3937608,-54.541027069
1747126841.0674,0,-0.3937608,-54.541027069
1747126841.06988,0,-0.3937608,-54.541027069
1747126841.07234,0,-0.38025856,-56.409072876
1747126841.07486,0,-0.38025856,-53.185146332
1747126841.07753,0,-0.38025856,-53.185146332
1747126841.08,0,-0.38025856,-53.185146332
1747126841.08248,0,-0.38025856,-53.185146332
1747126841.08515,0,-0.38025856,-53.185146332
1747126841.08773,0,-0.38025856,-53.185146332
1747126841.09028,0,-0.38025856,-53.185146332
1747126841.09275,0,-0.38025856,-53.185146332
1747126841.09517,0,-0.38025856,-53.185146332
1747126841.09766,0,-0.38025856,-53.185146332
1747126841.10014,0,-0.38025856,-53.185146332
1747126841.1027,0,-0.38025856,-53.185146332
1747126841.10513,0,-0.38025856,-53.185146332
1747126841.10759,0,-0.38025856,-53.185146332
1747126841.11009,0,-0.38025856,-53.185146332
1747126841.11258,0,-0.38025856,-53.185146332
1747126841.11508,0,-0.38025856,-53.185146332
1747126841.11753,0,-0.38025856,-53.185146332
1747126841.12,0,-0.38025856,-53.185146332
1747126841.12244,0,-0.38025856,-53.185146332
1747126841.12504,0,-0.38025856,-53.185146332
1747126841.12775,0,-0.38025856,-53.185146332
1747126841.13041,0,-0.38025856,-53.185146332
1747126841.1331,0,-0.38025856,-53.185146332
1747126841.1358,0,-0.38025856,-53.185146332
1747126841.13846,0,-0.38025856,-53.185146332
1747126841.14109,0,-0.38025856,-53.185146332
1747126841.14377,0,-0.3937608,-51.453304291
1747126841.14626,0,-0.3937608,-54.541027069
1747126841.14873,0,-0.3937608,-54.541027069
1747126841.1512,0,-0.3937608,-54.541027069
1747126841.15369,0,-0.3937608,-54.541027069
1747126841.15618,0,-0.3937608,-54.541027069
1747126841.15871,0,-0.3937608,-54.541027069
1747126841.16122,0,-0.407260358,-52.763381958
1747126841.16369,0,-0.407260358,-55.896636963
1747126841.16622,0,-0.407260358,-55.896636963
1747126841.16872,0,-0.407260358,-55.896636963
1747126841.17119,0,-0.407260358,-55.896636963
1747126841.17372,0,-0.407260358,-55.896636963
1747126841.17624,0,-0.407260358,-55.896636963
1747126841.17876,0,-0.407260358,-55.896636963
1747126841.18125,0,-0.407260358,-55.896636963
1747126841.18375,0,-0.407260358,-55.896636963
1747126841.18621,0,-0.407260358,-55.896636963
1747126841.18871,0,-0.407260358,-55.896636963
1747126841.19123,0,-0.407260358,-55.896636963
1747126841.19375,0,-0.407260358,-55.896636963
