__time,/psm_joint_telemetry/roll/position,/psm_joint_telemetry/roll/velocity
1746445284.10329,13.596000671,-18
1746445284.11398,13.596000671,-18
1746445284.12459,13.58699894,-18
1746445284.13518,13.58699894,-18
1746445284.1458,13.578000069,-18
1746445284.15641,13.569001198,-18
1746445284.16708,13.559999466,-18
1746445284.17768,13.551000595,-18
1746445284.18837,13.541999817,-18
1746445284.19899,13.541999817,-18
1746445284.20955,13.541999817,-18
1746445284.22017,13.541999817,-18
1746445284.23077,13.541999817,-18
1746445284.24136,13.541999817,-18
1746445284.25197,13.541999817,-18
1746445284.26253,13.541999817,-18
1746445284.27317,13.541999817,-18
1746445284.28383,13.541999817,-18
1746445284.29449,13.541999817,-18
1746445284.30512,13.541999817,-18
1746445284.3157,13.541999817,-18
1746445284.32625,13.541999817,-18
1746445284.33687,13.541999817,-18
1746445284.34755,13.541999817,-18
1746445284.3581,13.541999817,-18
1746445284.36863,13.541999817,-18
1746445284.37922,13.541999817,-18
1746445284.38989,13.541999817,-18
1746445284.40049,13.541999817,-18
1746445284.41105,13.541999817,-18
1746445284.42168,13.541999817,-18
1746445284.43217,13.541999817,-18
1746445284.44271,13.541999817,-18
1746445284.45328,13.541999817,-18
1746445284.46383,13.541999817,-18
1746445284.47448,13.541999817,-18
1746445284.48509,13.541999817,-18
1746445284.49571,13.541999817,-18
1746445284.5063,13.541999817,-18
1746445284.51702,13.541999817,-18
1746445284.5276,13.541999817,-18
1746445284.53817,13.541999817,-18
1746445284.54871,13.541999817,-18
1746445284.55926,13.541999817,-18
1746445284.56994,13.541999817,-18
1746445284.58052,13.541999817,-18
1746445284.59105,13.541999817,-18
1746445284.60163,13.541999817,-18
1746445284.61226,13.541999817,-18
1746445284.62296,13.541999817,-18
1746445284.63357,13.541999817,-18
1746445284.64417,13.541999817,-18
1746445284.6547,13.541999817,-18
1746445284.66518,13.541999817,-18
1746445284.67574,13.541999817,-18
1746445284.68637,13.541999817,-18
1746445284.69687,13.541999817,-18
1746445284.70747,13.541999817,-18
1746445284.71803,13.541999817,-18
1746445284.72859,13.541999817,-18
1746445284.73924,13.541999817,-18
1746445284.74985,13.541999817,-18
1746445284.7604,13.541999817,-18
1746445284.77096,13.541999817,-18
1746445284.78151,13.541999817,-18
1746445284.79214,13.541999817,-18
1746445284.80276,13.541999817,-18
1746445284.81331,13.541999817,-18
1746445284.82392,13.541999817,-18
1746445284.83463,13.541999817,-18
1746445284.84529,13.541999817,-18
1746445284.85592,13.541999817,-18
1746445284.86644,13.541999817,-18
1746445284.87696,13.541999817,-18
1746445284.88754,13.541999817,-18
1746445284.89819,13.541999817,-18
1746445284.90879,13.541999817,-18
1746445284.91937,13.541999817,-18
1746445284.93001,13.541999817,-18
1746445284.94065,13.541999817,-18
1746445284.95126,13.541999817,-18
1746445284.96185,13.541999817,-18
1746445284.9724,13.541999817,-18
1746445284.98289,13.541999817,-18
1746445284.99348,13.541999817,-18
1746445285.00407,13.541999817,-18
1746445285.01476,13.541999817,-18
1746445285.02536,13.541999817,-18
1746445285.03594,13.541999817,-18
1746445285.0465,13.541999817,-18
1746445285.05713,13.541999817,-18
1746445285.06776,13.541999817,-18
1746445285.07834,13.541999817,-18
1746445285.08896,13.541999817,-18
1746445285.0995,13.541999817,-18
1746445285.11006,13.541999817,-18
1746445285.12078,13.541999817,-18
1746445285.13137,13.541999817,-18
1746445285.14191,13.541999817,-18
1746445285.15247,13.541999817,-18
1746445285.16393,13.541999817,-18
1746445285.17456,13.541999817,-18
1746445285.18522,13.541999817,-18
1746445285.19599,13.541999817,-18
1746445285.2065,13.541999817,-18
1746445285.21711,13.541999817,-18
1746445285.22773,13.541999817,-18
1746445285.23835,13.541999817,-18
1746445285.24902,13.541999817,-18
1746445285.25962,13.541999817,-18
1746445285.27027,13.541999817,-18
1746445285.28083,13.541999817,-18
1746445285.29143,13.541999817,-18
1746445285.30211,13.541999817,-18
1746445285.31287,13.541999817,-18
1746445285.32351,13.541999817,-18
1746445285.33405,13.541999817,-18
1746445285.3446,13.541999817,-18
1746445285.35523,13.541999817,-18
1746445285.36584,13.541999817,-18
1746445285.37637,13.541999817,-18
1746445285.38694,13.541999817,-18
1746445285.39757,13.541999817,-18
1746445285.40814,13.541999817,-18
1746445285.41869,13.541999817,-18
1746445285.42925,13.541999817,-18
1746445285.4398,13.541999817,-18
1746445285.45028,13.541999817,-18
1746445285.46085,13.541999817,-18
1746445285.47143,13.541999817,-18
1746445285.48193,13.541999817,-18
1746445285.49256,13.541999817,-18
1746445285.5035,13.541999817,-18
1746445285.51405,13.541999817,-18
1746445285.52467,13.541999817,-18
1746445285.53533,13.541999817,-18
1746445285.54598,13.541999817,-18
1746445285.55651,13.541999817,-18
1746445285.56707,13.541999817,-18
1746445285.57766,13.541999817,-18
1746445285.58824,13.541999817,-18
1746445285.59893,13.541999817,-18
1746445285.60948,13.541999817,-18
1746445285.62,13.541999817,-18
1746445285.63065,13.541999817,-18
1746445285.64122,13.541999817,-18
1746445285.65181,13.541999817,-18
1746445285.66235,13.541999817,-18
1746445285.67294,13.541999817,-18
1746445285.68354,13.541999817,-18
1746445285.69411,13.541999817,-18
1746445285.70476,13.541999817,-18
1746445285.71538,13.541999817,-18
1746445285.72593,13.541999817,-18
1746445285.73656,13.541999817,-18
1746445285.74716,13.541999817,-18
1746445285.75775,13.541999817,-18
1746445285.76833,13.541999817,-18
1746445285.77891,13.541999817,-18
1746445285.78949,13.541999817,-18
