time,pitch_effort,pitch_position,pitch_velocity
1747127825.08241,0,-0.582765341,-76.710372925
1747127825.08491,0,-0.596264899,-71.687820435
1747127825.08746,0,-0.609764457,-73.043426514
1747127825.08994,0,-0.623266697,-74.403778076
1747127825.09234,0,-0.623266697,-77.587753296
1747127825.09477,0,-0.623266697,-77.587753296
1747127825.09724,0,-0.636766255,-75.662994385
1747127825.09975,0,-0.650265813,-77.078300476
1747127825.10216,0,-0.650265813,-80.298980713
1747127825.1046,0,-0.636766255,-82.255111694
1747127825.1071,0,-0.623266697,-80.858695984
1747127825.10961,0,-0.623266697,-77.587753296
1747127825.11207,0,-0.623266697,-77.587753296
1747127825.11459,0,-0.609764457,-79.472854614
1747127825.117,0,-0.596264899,-78.072387695
1747127825.11947,0,-0.582765341,-76.772888184
1747127825.12204,0,-0.582765341,-73.520652771
1747127825.12449,0,-0.569263101,-75.304832458
1747127825.12697,0,-0.555763543,-74.001441956
1747127825.12944,0,-0.528764427,-74.549736023
1747127825.13186,0,-0.515262187,-69.988319397
1747127825.13429,0,-0.515262187,-66.74206543
1747127825.13676,0,-0.501762629,-68.634712219
1747127825.13924,0,-0.488263071,-67.28175354
1747127825.14166,0,-0.461261272,-67.758743286
1747127825.14407,0,-0.461261272,-61.319351196
1747127825.14653,0,-0.461261272,-61.319351196
1747127825.149,0,-0.447761714,-63.217308044
1747127825.15149,0,-0.434262156,-61.839260101
1747127825.15396,0,-0.434262156,-58.608127594
1747127825.15636,0,-0.434262156,-58.608127594
1747127825.15877,0,-0.434262156,-58.608127594
1747127825.1612,0,-0.434262156,-58.608127594
1747127825.16372,0,-0.434262156,-58.608127594
1747127825.16618,0,-0.434262156,-58.608127594
1747127825.16865,0,-0.434262156,-58.608127594
1747127825.17113,0,-0.434262156,-58.608127594
1747127825.17353,0,-0.434262156,-58.608127594
1747127825.17598,0,-0.434262156,-58.608127594
1747127825.17839,0,-0.420759916,-60.521152496
1747127825.18078,0,-0.420759916,-57.252246857
1747127825.18319,0,-0.420759916,-57.252246857
1747127825.18571,0,-0.420759916,-57.252246857
1747127825.18817,0,-0.407260358,-59.079986572
1747127825.19056,0,-0.3937608,-57.828166962
1747127825.19299,0,-0.3937608,-54.541027069
1747127825.19541,0,-0.38025856,-56.451370239
1747127825.19789,0,-0.366759002,-55.112609863
1747127825.20037,0,-0.353259444,-53.682926178
1747127825.2028,0,-0.353259444,-50.473926544
1747127825.20525,0,-0.353259444,-50.473926544
1747127825.20771,0,-0.339757204,-52.378921509
1747127825.21015,0,-0.326257646,-50.99225235
1747127825.21258,0,-0.312758088,-49.665718079
1747127825.215,0,-0.312758088,-46.406822205
1747127825.21749,0,-0.29925853,-48.328884125
1747127825.21993,0,-0.29925853,-45.051212311
1747127825.22248,0,-0.28575629,-46.952209473
1747127825.22493,0,-0.28575629,-43.695331573
1747127825.22733,0,-0.28575629,-43.695331573
1747127825.22978,0,-0.28575629,-43.695331573
1747127825.23222,0,-0.28575629,-43.695331573
1747127825.2347,0,-0.28575629,-43.695331573
1747127825.23711,0,-0.29925853,-41.837692261
1747127825.23953,0,-0.29925853,-45.051212311
1747127825.24194,0,-0.312758088,-43.112884521
1747127825.24438,0,-0.312758088,-46.406822205
1747127825.24682,0,-0.312758088,-46.406822205
1747127825.24922,0,-0.312758088,-46.406822205
1747127825.2517,0,-0.326257646,-44.450691223
1747127825.25421,0,-0.326257646,-47.762432098
1747127825.25662,0,-0.326257646,-47.762432098
1747127825.25904,0,-0.326257646,-47.762432098
1747127825.26149,0,-0.339757204,-45.855148315
1747127825.26388,0,-0.339757204,-49.118045807
1747127825.26631,0,-0.339757204,-49.118045807
1747127825.26877,0,-0.326257646,-51.046859741
1747127825.27129,0,-0.326257646,-47.762432098
1747127825.27371,0,-0.326257646,-47.762432098
1747127825.27619,0,-0.326257646,-47.762432098
1747127825.27864,0,-0.326257646,-47.762432098
1747127825.28111,0,-0.326257646,-47.762432098
1747127825.28354,0,-0.326257646,-47.762432098
1747127825.28598,0,-0.326257646,-47.762432098
1747127825.28842,0,-0.326257646,-47.762432098
1747127825.29089,0,-0.326257646,-47.762432098
1747127825.29332,0,-0.326257646,-47.762432098
1747127825.29577,0,-0.326257646,-47.762432098
1747127825.29824,0,-0.339757204,-45.860481262
1747127825.30074,0,-0.339757204,-49.118045807
1747127825.30321,0,-0.353259444,-47.288673401
1747127825.30572,0,-0.353259444,-50.473926544
1747127825.30818,0,-0.366759002,-48.623119354
1747127825.31075,0,-0.366759002,-51.829536438
1747127825.31319,0,-0.38025856,-50.049423218
1747127825.31563,0,-0.3937608,-51.337841034
1747127825.31811,0,-0.3937608,-54.541027069
1747127825.3206,0,-0.3937608,-54.541027069
1747127825.32304,0,-0.407260358,-52.694087982
1747127825.32547,0,-0.434262156,-52.097682953
1747127825.32798,0,-0.447761714,-56.698162079
1747127825.3304,0,-0.434262156,-61.785125732
1747127825.33287,0,-0.447761714,-56.679309845
1747127825.33547,0,-0.461261272,-58.096065521
1747127825.33793,0,-0.47476083,-59.568588257
1747127825.34037,0,-0.461261272,-64.530944824
1747127825.34284,0,-0.47476083,-59.441204071
1747127825.34529,0,-0.47476083,-62.67496109
1747127825.34776,0,-0.47476083,-62.67496109
1747127825.35022,0,-0.47476083,-62.67496109
1747127825.3527,0,-0.47476083,-62.67496109
1747127825.35525,0,-0.47476083,-62.67496109
1747127825.3577,0,-0.47476083,-62.67496109
1747127825.36015,0,-0.47476083,-62.67496109
1747127825.36262,0,-0.47476083,-62.67496109
1747127825.36503,0,-0.47476083,-62.67496109
1747127825.36742,0,-0.47476083,-62.67496109
1747127825.36984,0,-0.47476083,-62.67496109
1747127825.37229,0,-0.501762629,-58.814231873
1747127825.37471,0,-0.515262187,-63.473804474
1747127825.37715,0,-0.515262187,-66.74206543
1747127825.3796,0,-0.515262187,-66.74206543
1747127825.38206,0,-0.528764427,-64.859603882
1747127825.38451,0,-0.542263985,-66.210578918
1747127825.38699,0,-0.555763543,-67.566192627
1747127825.38937,0,-0.555763543,-70.809158325
1747127825.39178,0,-0.569263101,-68.876281738
1747127825.39422,0,-0.582765341,-70.23286438
1747127825.39675,0,-0.596264899,-71.614700317
1747127825.39923,0,-0.609764457,-73.071266174
1747127825.4018,0,-0.609764457,-76.231872559
1747127825.40441,0,-0.623266697,-74.471038818
1747127825.40681,0,-0.623266697,-77.587753296
1747127825.40934,0,-0.636766255,-75.703033447
1747127825.41186,0,-0.636766255,-78.943367004
1747127825.41427,0,-0.636766255,-78.943367004
1747127825.41673,0,-0.636766255,-78.943367004
1747127825.41918,0,-0.650265813,-77.0546875
1747127825.42165,0,-0.650265813,-80.298980713
1747127825.42408,0,-0.650265813,-80.298980713
1747127825.42652,0,-0.636766255,-82.192955017
1747127825.42899,0,-0.636766255,-78.943367004
1747127825.43145,0,-0.636766255,-78.943367004
1747127825.43396,0,-0.636766255,-78.943367004
1747127825.43636,0,-0.636766255,-78.943367004
1747127825.43882,0,-0.636766255,-78.943367004
1747127825.44125,0,-0.623266697,-80.832046509
1747127825.4437,0,-0.623266697,-77.587753296
1747127825.44612,0,-0.623266697,-77.587753296
1747127825.44855,0,-0.623266697,-77.587753296
1747127825.45103,0,-0.623266697,-77.587753296
1747127825.4535,0,-0.623266697,-77.587753296
1747127825.45607,0,-0.623266697,-77.587753296
1747127825.45846,0,-0.623266697,-77.587753296
1747127825.46095,0,-0.623266697,-77.587753296
1747127825.46343,0,-0.636766255,-75.747245789
1747127825.46592,0,-0.650265813,-77.0809021
1747127825.46836,0,-0.650265813,-80.298980713
1747127825.47089,0,-0.650265813,-80.298980713
1747127825.47331,0,-0.650265813,-80.298980713
1747127825.47574,0,-0.663765371,-78.399688721
1747127825.47819,0,-0.663765371,-81.654586792
1747127825.48059,0,-0.663765371,-81.654586792
1747127825.48308,0,-0.663765371,-81.654586792
1747127825.4856,0,-0.663765371,-81.654586792
1747127825.48809,0,-0.663765371,-81.654586792
1747127825.49055,0,-0.663765371,-81.654586792
1747127825.49299,0,-0.663765371,-81.654586792
1747127825.49544,0,-0.650265813,-83.561882019
1747127825.49793,0,-0.650265813,-80.298980713
1747127825.50037,0,-0.650265813,-80.298980713
1747127825.50289,0,-0.636766255,-82.208946228
1747127825.50531,0,-0.636766255,-78.943367004
1747127825.50777,0,-0.623266697,-80.849319458
1747127825.5102,0,-0.623266697,-77.587753296
1747127825.51271,0,-0.623266697,-77.587753296
1747127825.51519,0,-0.609764457,-79.449295044
1747127825.51767,0,-0.609764457,-76.231872559
1747127825.52015,0,-0.596264899,-78.103469849
1747127825.52265,0,-0.596264899,-74.876266479
1747127825.52508,0,-0.596264899,-74.876266479
1747127825.52751,0,-0.596264899,-74.876266479
1747127825.53,0,-0.596264899,-74.876266479
1747127825.5325,0,-0.596264899,-74.876266479
1747127825.53505,0,-0.596264899,-74.876266479
1747127825.53752,0,-0.596264899,-74.876266479
1747127825.54,0,-0.596264899,-74.876266479
1747127825.54257,0,-0.596264899,-74.876266479
1747127825.54505,0,-0.596264899,-74.876266479
1747127825.54749,0,-0.596264899,-74.876266479
1747127825.54998,0,-0.596264899,-74.876266479
1747127825.55255,0,-0.582765341,-76.698921204
1747127825.55498,0,-0.582765341,-73.520652771
1747127825.55743,0,-0.582765341,-73.520652771
1747127825.55984,0,-0.582765341,-73.520652771
1747127825.56226,0,-0.582765341,-73.520652771
1747127825.56473,0,-0.582765341,-73.520652771
1747127825.5672,0,-0.569263101,-75.40838623
1747127825.56969,0,-0.569263101,-72.164779663
1747127825.57214,0,-0.569263101,-72.164779663
1747127825.57457,0,-0.555763543,-74.053451538
1747127825.57701,0,-0.555763543,-70.809158325
1747127825.57943,0,-0.542263985,-72.71913147
1747127825.5819,0,-0.542263985,-69.453552246
1747127825.58434,0,-0.528764427,-71.339599609
1747127825.58683,0,-0.528764427,-68.097946167
1747127825.58925,0,-0.515262187,-69.976455688
1747127825.59177,0,-0.515262187,-36.742061615
1747127825.59423,0,-0.569263101,-29.541740417
1747127825.59672,0,-0.650265813,-30.839862823
1747127825.59919,0,-0.663765371,-48.453327179
1747127825.60172,0,-0.623266697,-57.269371033
1747127825.60418,0,-0.623266697,-47.587757111
1747127825.60663,0,-0.650265813,-43.844573975
1747127825.60906,0,-0.677267611,-46.475986481
1747127825.61161,0,-0.663765371,-54.924835205
1747127825.61401,0,-0.663765371,-51.654586792
1747127825.61649,0,-0.663765371,-51.654586792
1747127825.61902,0,-0.677267611,-49.799537659
1747127825.62148,0,-0.690767169,-51.227882385
1747127825.62387,0,-0.704266727,-52.483985901
1747127825.62633,0,-0.690767169,-57.657295227
1747127825.62877,0,-0.690767169,-54.366081238
1747127825.63122,0,-0.704266727,-52.47077179
1747127825.63366,0,-0.731268525,-51.949234009
1747127825.63616,0,-0.731268525,-58.433181763
1747127825.63861,0,-0.704266727,-62.161079407
1747127825.64101,0,-0.690767169,-57.61832428
1747127825.64347,0,-0.690767169,-54.366081238
1747127825.64593,0,-0.704266727,-52.458786011
1747127825.6484,0,-0.690767169,-57.590675354
1747127825.65086,0,-0.677267611,-56.242912292
1747127825.6533,0,-0.663765371,-54.88898468
1747127825.65575,0,-0.663765371,-51.654586792
1747127825.65814,0,-0.663765371,-51.654586792
1747127825.66059,0,-0.663765371,-51.654586792
1747127825.663,0,-0.663765371,-51.654586792
1747127825.6654,0,-0.663765371,-51.654586792
1747127825.66789,0,-0.663765371,-51.654586792
1747127825.67048,0,-0.663765371,-51.654586792
1747127825.67291,0,-0.663765371,-51.654586792
1747127825.67537,0,-0.677267611,-49.817550659
1747127825.6778,0,-0.677267611,-53.010467529
1747127825.68026,0,-0.677267611,-53.010467529
1747127825.68277,0,-0.690767169,-51.141487122
1747127825.68519,0,-0.717768967,-50.733062744
1747127825.68767,0,-0.731268525,-55.143325806
1747127825.6901,0,-0.731268525,-58.433181763
1747127825.69253,0,-0.744768083,-56.531227112
1747127825.69498,0,-0.758267641,-57.847740173
1747127825.69742,0,-0.771769881,-59.255348206
1747127825.69988,0,-0.771769881,-62.500282288
1747127825.70236,0,-0.771769881,-62.500282288
1747127825.70489,0,-0.785269439,-60.626075745
1747127825.70732,0,-0.798768997,-62.04586792
1747127825.70988,0,-0.798768997,-65.211502075
1747127825.71234,0,-0.798768997,-65.211502075
1747127825.71473,0,-0.798768997,-65.211502075
1747127825.71722,0,-0.798768997,-65.211502075
1747127825.71969,0,-0.798768997,-65.211502075
1747127825.72213,0,-0.798768997,-65.211502075
1747127825.72455,0,-0.798768997,-65.211502075
1747127825.72696,0,-0.798768997,-65.211502075
1747127825.72941,0,-0.798768997,-65.211502075
1747127825.73188,0,-0.798768997,-65.211502075
1747127825.73436,0,-0.798768997,-65.211502075
1747127825.73684,0,-0.798768997,-65.211502075
1747127825.73927,0,-0.798768997,-65.211502075
1747127825.74172,0,-0.798768997,-65.211502075
1747127825.74417,0,-0.798768997,-65.211502075
1747127825.74658,0,-0.798768997,-65.211502075
1747127825.74904,0,-0.798768997,-65.211502075
1747127825.75152,0,-0.798768997,-65.211502075
1747127825.754,0,-0.798768997,-65.211502075
1747127825.75639,0,-0.812271237,-63.326408386
1747127825.75896,0,-0.812271237,-66.567382813
1747127825.76133,0,-0.812271237,-66.567382813
1747127825.76377,0,-0.825770795,-64.65473938
1747127825.76617,0,-0.839270353,-66.013023376
1747127825.76861,0,-0.852772593,-67.328956604
1747127825.7711,0,-0.852772593,-70.634483337
1747127825.77351,0,-0.852772593,-70.634483337
1747127825.77591,0,-0.852772593,-70.634483337
1747127825.77833,0,-0.852772593,-70.634483337
1747127825.78074,0,-0.852772593,-70.634483337
1747127825.7832,0,-0.852772593,-70.634483337
1747127825.78566,0,-0.852772593,-70.634483337
1747127825.78814,0,-0.852772593,-70.634483337
1747127825.79054,0,-0.852772593,-70.634483337
1747127825.79296,0,-0.852772593,-70.634483337
1747127825.7954,0,-0.852772593,-70.634483337
1747127825.7978,0,-0.839270353,-72.554229736
1747127825.80024,0,-0.825770795,-71.238876343
1747127825.80278,0,-0.825770795,-67.922996521
1747127825.80528,0,-0.825770795,-67.922996521
1747127825.80776,0,-0.825770795,-67.922996521
1747127825.81029,0,-0.812271237,-69.777679443
1747127825.81266,0,-0.812271237,-66.567382813
1747127825.81511,0,-0.812271237,-66.567382813
1747127825.81753,0,-0.812271237,-66.567382813
1747127825.82011,0,-0.812271237,-66.567382813
1747127825.82256,0,-0.812271237,-66.567382813
1747127825.82496,0,-0.812271237,-66.567382813
1747127825.8274,0,-0.812271237,-66.567382813
1747127825.82986,0,-0.812271237,-66.567382813
